sample name	Collection Timestamp	Country	Depth	Environment 	Host Name	Host ID	Latitude	Longitude	Processing Lab 	pH	Life Stage	Temp 	Salinity
1740.1740.Webster.4.D9.327.EMP.Thomas.sponges.16S.L008	2010-12-19 00:00:00	GAZ:Madagascar		ENVO:reef	sponges	787	-18.59297	46.48359	Upright -80 Rack 3C9		Larvae	28	
1740.1740.Webster.4.E1.331.EMP.Thomas.sponges.16S.L008	2010-12-23 00:00:00	GAZ:Madagascar		ENVO:reef	sponges	806	-18.59297	46.48359	Upright -80 Rack 3C11		Larvae	28	
1740.1740.Webster.4.E10.340.EMP.Thomas.sponges.16S.L008	2011-01-01 00:00:00	GAZ:Madagascar		ENVO:reef	sponges	803	-18.59297	46.48359	Upright -80 Rack 3C15		Larvae	28	
1740.1740.Webster.4.E11.341.EMP.Thomas.sponges.16S.L008	2011-01-02 00:00:00	GAZ:Madagascar		ENVO:reef	sponges	804	-18.59297	46.48359	Upright -80 Rack 3C15		Larvae	28	
1740.1740.Webster.4.E12.342.EMP.Thomas.sponges.16S.L008	2011-01-03 00:00:00	GAZ:Madagascar		ENVO:reef	sponges	792	-18.59297	46.48359	Upright -80 Rack 3C16		Larvae	28	
1740.1740.Webster.4.E2.332.EMP.Thomas.sponges.16S.L008	2010-12-24 00:00:00	GAZ:Madagascar		ENVO:reef	sponges	790	-18.59297	46.48359	Upright -80 Rack 3C12		Larvae	28	
1740.1740.Webster.4.E3.333.EMP.Thomas.sponges.16S.L008	2010-12-25 00:00:00	GAZ:Madagascar		ENVO:reef	sponges	791	-18.59297	46.48359	Upright -80 Rack 3C12		Larvae	28	
1740.1740.Webster.4.E4.334.EMP.Thomas.sponges.16S.L008	2010-12-26 00:00:00	GAZ:Madagascar		ENVO:reef	sponges	794	-18.59297	46.48359	Upright -80 Rack 3C12		Larvae	28	
1740.1740.Webster.4.E5.335.EMP.Thomas.sponges.16S.L008	2010-12-27 00:00:00	GAZ:Madagascar		ENVO:reef	sponges	795	-18.59297	46.48359	Upright -80 Rack 3C12		Larvae	28	
1740.1740.Webster.4.E6.336.EMP.Thomas.sponges.16S.L008	2010-12-28 00:00:00	GAZ:Madagascar		ENVO:reef	sponges	796	-18.59297	46.48359	Upright -80 Rack 3C13		Larvae	28	
1740.1740.Webster.4.E7.337.EMP.Thomas.sponges.16S.L008	2010-12-29 00:00:00	GAZ:Madagascar		ENVO:reef	sponges	797	-18.59297	46.48359	Upright -80 Rack 3C13		Larvae	28	
1740.1740.Webster.4.E8.338.EMP.Thomas.sponges.16S.L008	2010-12-30 00:00:00	GAZ:Madagascar		ENVO:reef	sponges	801	-18.59297	46.48359	Upright -80 Rack 3C14		Larvae	28	
1740.1740.Webster.4.E9.339.EMP.Thomas.sponges.16S.L008	2010-12-31 00:00:00	GAZ:Madagascar		ENVO:reef	sponges	802	-18.59297	46.48359	Upright -80 Rack 3C14		Larvae	28	
1740.1740.Webster.4.F1.343.EMP.Thomas.sponges.16S.L008	2011-01-04 00:00:00	GAZ:Madagascar		ENVO:reef	sponges	793	-18.59297	46.48359	Upright -80 Rack 3C16		Larvae	28	
1740.1740.Webster.4.F10.352.EMP.Thomas.sponges.16S.L008	2013-01-15 00:00:00	GAZ:Australia	12	ENVO:reef	sponges	954	-18.81723	147.63252	Taken in Jan 13 after DR fieldtrip		Larvae	28.5	
1740.1740.Webster.4.F11.353.EMP.Thomas.sponges.16S.L008	2050-04-11 00:00:00	GAZ:Papua New Guinea	5	ENVO:reef		1012	-9.82425	150.81788	Manue has in ethanol	7.87	adult	30.4	
1740.1740.Webster.4.F12.354.EMP.Thomas.sponges.16S.L008	2050-04-11 00:00:00	GAZ:Papua New Guinea	5	ENVO:reef		1013	-9.82425	150.81788	Manue has in ethanol	7.87	adult	30.4	
1740.1740.Webster.4.F2.344.EMP.Thomas.sponges.16S.L008	2011-01-05 00:00:00	GAZ:Madagascar		ENVO:reef	sponges	798	-18.59297	46.48359	Upright -80 Rack 3C17		Larvae	28	
1740.1740.Webster.4.F3.345.EMP.Thomas.sponges.16S.L008	2011-01-06 00:00:00	GAZ:Madagascar		ENVO:reef	sponges	799	-18.59297	46.48359	Upright -80 Rack 3C17		Larvae	28	
1740.1740.Webster.4.F4.346.EMP.Thomas.sponges.16S.L008	2011-01-07 00:00:00	GAZ:Madagascar		ENVO:reef	sponges	800	-18.59297	46.48359	Upright -80 Rack 3C17		Larvae	28	
1740.1740.Webster.4.F5.347.EMP.Thomas.sponges.16S.L008	2013-01-15 00:00:00	GAZ:Australia	12	ENVO:reef	sponges	949	-18.81723	147.63252	Taken in Jan 13 after DR fieldtrip		Adult	28.5	
1740.1740.Webster.4.F6.348.EMP.Thomas.sponges.16S.L008	2013-01-15 00:00:00	GAZ:Australia	12	ENVO:reef	sponges	950	-18.81723	147.63252	Taken in Jan 13 after DR fieldtrip		Adult	28.5	
1740.1740.Webster.4.F7.349.EMP.Thomas.sponges.16S.L008	2013-01-15 00:00:00	GAZ:Australia	12	ENVO:reef	sponges	951	-18.81723	147.63252	Taken in Jan 13 after DR fieldtrip		Adult	28.5	
1740.1740.Webster.4.F8.350.EMP.Thomas.sponges.16S.L008	2013-01-15 00:00:00	GAZ:Australia	12	ENVO:reef	sponges	952	-18.81723	147.63252	Taken in Jan 13 after DR fieldtrip		Larvae	28.5	
1740.1740.Webster.4.F9.351.EMP.Thomas.sponges.16S.L008	2013-01-15 00:00:00	GAZ:Australia	12	ENVO:reef	sponges	953	-18.81723	147.63252	Taken in Jan 13 after DR fieldtrip		Larvae	28.5	
1740.1740.Webster.4.G1.355.EMP.Thomas.sponges.16S.L008	2050-04-11 00:00:00	GAZ:Papua New Guinea	5	ENVO:reef		1014	-9.82425	150.81788	Manue has in ethanol	7.87	adult	30.4	
1740.1740.Webster.4.G10.364.EMP.Thomas.sponges.16S.L008	2050-04-11 00:00:00	GAZ:Papua New Guinea	5	ENVO:reef		1029	-9.82425	150.81788	Manue has in ethanol	7.87	adult	30.4	
1740.1740.Webster.4.G11.365.EMP.Thomas.sponges.16S.L008	2050-04-11 00:00:00	GAZ:Papua New Guinea	5	ENVO:reef		1018	-9.82805	150.82028	Manue has in ethanol	8.06	adult	30.4	
1740.1740.Webster.4.G12.366.EMP.Thomas.sponges.16S.L008	2050-04-11 00:00:00	GAZ:Papua New Guinea	5	ENVO:reef		1019	-9.82805	150.82028	Manue has in ethanol	8.06	adult	30.4	
1740.1740.Webster.4.G2.356.EMP.Thomas.sponges.16S.L008	2050-04-11 00:00:00	GAZ:Papua New Guinea	5	ENVO:reef		1015	-9.82425	150.81788	Manue has in ethanol	7.87	adult	30.4	
1740.1740.Webster.4.G3.357.EMP.Thomas.sponges.16S.L008	2050-04-11 00:00:00	GAZ:Papua New Guinea	5	ENVO:reef		1016	-9.82425	150.81788	Manue has in ethanol	7.87	adult	30.4	
1740.1740.Webster.4.G4.358.EMP.Thomas.sponges.16S.L008	2050-04-11 00:00:00	GAZ:Papua New Guinea	5	ENVO:reef		1017	-9.82425	150.81788	Manue has in ethanol	7.87	adult	30.4	
1740.1740.Webster.4.G5.359.EMP.Thomas.sponges.16S.L008	2050-04-11 00:00:00	GAZ:Papua New Guinea	5	ENVO:reef		1024	-9.82425	150.81788	Manue has in ethanol	7.87	adult	30.4	
1740.1740.Webster.4.G6.360.EMP.Thomas.sponges.16S.L008	2050-04-11 00:00:00	GAZ:Papua New Guinea	5	ENVO:reef		1025	-9.82425	150.81788	Manue has in ethanol	7.87	adult	30.4	
1740.1740.Webster.4.G7.361.EMP.Thomas.sponges.16S.L008	2050-04-11 00:00:00	GAZ:Papua New Guinea	5	ENVO:reef		1026	-9.82425	150.81788	Manue has in ethanol	7.87	adult	30.4	
1740.1740.Webster.4.G8.362.EMP.Thomas.sponges.16S.L008	2050-04-11 00:00:00	GAZ:Papua New Guinea	5	ENVO:reef		1027	-9.82425	150.81788	Manue has in ethanol	7.87	adult	30.4	
1740.1740.Webster.4.G9.363.EMP.Thomas.sponges.16S.L008	2050-04-11 00:00:00	GAZ:Papua New Guinea	5	ENVO:reef		1028	-9.82425	150.81788	Manue has in ethanol	7.87	adult	30.4	
1740.1740.Webster.4.H1.367.EMP.Thomas.sponges.16S.L008	2050-04-11 00:00:00	GAZ:Papua New Guinea	5	ENVO:reef		1020	-9.82805	150.82028	Manue has in ethanol	8.06	adult	30.4	
1740.1740.Webster.4.H10.376.EMP.Thomas.sponges.16S.L008	2050-04-11 00:00:00	GAZ:Papua New Guinea	5	ENVO:reef		1035	-9.82805	150.82028	Manue has in ethanol	8.06	adult	30.4	
1740.1740.Webster.4.H11.No.sample.EMP.Thomas.sponges.16S.L008	2050-01-01 00:00:00					905	0	0					
1740.1740.Webster.4.H12.No.sample.EMP.Thomas.sponges.16S.L008	2050-01-01 00:00:00					906	0	0					
1740.1740.Webster.4.H2.368.EMP.Thomas.sponges.16S.L008	2050-04-11 00:00:00	GAZ:Papua New Guinea	5	ENVO:reef		1021	-9.82805	150.82028	Manue has in ethanol	8.06	adult	30.4	
1740.1740.Webster.4.H3.369.EMP.Thomas.sponges.16S.L008	2050-04-11 00:00:00	GAZ:Papua New Guinea	5	ENVO:reef		1022	-9.82805	150.82028	Manue has in ethanol	8.06	adult	30.4	
1740.1740.Webster.4.H4.370.EMP.Thomas.sponges.16S.L008	2050-04-11 00:00:00	GAZ:Papua New Guinea	5	ENVO:reef		1023	-9.82805	150.82028	Manue has in ethanol	8.06	adult	30.4	
1740.1740.Webster.4.H5.371.EMP.Thomas.sponges.16S.L008	2050-04-11 00:00:00	GAZ:Papua New Guinea	5	ENVO:reef		1030	-9.82805	150.82028	Manue has in ethanol	8.06	adult	30.4	
1740.1740.Webster.4.H6.372.EMP.Thomas.sponges.16S.L008	2050-04-11 00:00:00	GAZ:Papua New Guinea	5	ENVO:reef		1031	-9.82805	150.82028	Manue has in ethanol	8.06	adult	30.4	
1740.1740.Webster.4.H7.373.EMP.Thomas.sponges.16S.L008	2050-04-11 00:00:00	GAZ:Papua New Guinea	5	ENVO:reef		1032	-9.82805	150.82028	Manue has in ethanol	8.06	adult	30.4	
1740.1740.Webster.4.H8.374.EMP.Thomas.sponges.16S.L008	2050-04-11 00:00:00	GAZ:Papua New Guinea	5	ENVO:reef		1033	-9.82805	150.82028	Manue has in ethanol	8.06	adult	30.4	
1740.1740.Webster.4.H9.375.EMP.Thomas.sponges.16S.L008	2050-04-11 00:00:00	GAZ:Papua New Guinea	5	ENVO:reef		1034	-9.82805	150.82028	Manue has in ethanol	8.06	adult	30.4	
1740.1740.Webster.5.A1.377.EMP.Thomas.sponges.16S.L008	2009-05-21 00:00:00	GAZ:Australia	12	ENVO:reef	sponges	880	-12.484783	130.78445	Heidi's		adult	31	
1740.1740.Webster.5.A10.386.EMP.Thomas.sponges.16S.L008	2010-06-07 00:00:00	GAZ:Australia	12	ENVO:reef	sponges	819	-12.484783	130.78445	Heidi's		adult	27	
1740.1740.Webster.5.A11.387.EMP.Thomas.sponges.16S.L008	2010-07-22 00:00:00	GAZ:Australia	19	ENVO:reef	sponges	820	-12.46725	130.829517	Heidi's		adult	26	
1740.1740.Webster.5.A12.388.EMP.Thomas.sponges.16S.L008	2010-07-22 00:00:00	GAZ:Australia	19	ENVO:reef	sponges	821	-12.46725	130.829517	Heidi's		adult	26	
1740.1740.Webster.5.A2.378.EMP.Thomas.sponges.16S.L008	2009-04-20 00:00:00	GAZ:Australia	19	ENVO:reef	sponges	881	-12.46725	130.829517	Heidi's		adult	30	
1740.1740.Webster.5.A3.379.EMP.Thomas.sponges.16S.L008	2009-05-21 00:00:00	GAZ:Australia	12	ENVO:reef	sponges	882	-12.484783	130.78445	Heidi's		adult	31	
1740.1740.Webster.5.A4.380.EMP.Thomas.sponges.16S.L008	2009-05-21 00:00:00	GAZ:Australia	12	ENVO:reef	sponges	883	-12.484783	130.78445	Heidi's		adult	31	
1740.1740.Webster.5.A5.381.EMP.Thomas.sponges.16S.L008	2009-05-21 00:00:00	GAZ:Australia	10	ENVO:reef	sponges	1007	-12.418383	130.8146	Heidi's		adult	31	
1740.1740.Webster.5.A6.382.EMP.Thomas.sponges.16S.L008	2009-05-21 00:00:00	GAZ:Australia	10	ENVO:reef	sponges	1008	-12.418383	130.8146	Heidi's		adult	31	
1740.1740.Webster.5.A7.383.EMP.Thomas.sponges.16S.L008	2009-05-21 00:00:00	GAZ:Australia	10	ENVO:reef	sponges	1009	-12.418383	130.8146	Heidi's		adult	31	
1740.1740.Webster.5.A8.384.EMP.Thomas.sponges.16S.L008	2010-06-07 00:00:00	GAZ:Australia	12	ENVO:reef	sponges	817	-12.484783	130.78445	Heidi's		adult	27	
1740.1740.Webster.5.A9.385.EMP.Thomas.sponges.16S.L008	2010-06-07 00:00:00	GAZ:Australia	12	ENVO:reef	sponges	818	-12.484783	130.78445	Heidi's		adult	27	
1740.1740.Webster.5.B1.389.EMP.Thomas.sponges.16S.L008	2010-07-22 00:00:00	GAZ:Australia	19	ENVO:reef	sponges	822	-12.46725	130.829517	Heidi's		adult	26	
1740.1740.Webster.5.B10.398.EMP.Thomas.sponges.16S.L008	2010-06-07 00:00:00	GAZ:Australia	12	ENVO:reef	sponges	915	-12.484783	130.78445	Heidi's		adult	27	
1740.1740.Webster.5.B11.399.EMP.Thomas.sponges.16S.L008	2010-06-07 00:00:00	GAZ:Australia	12	ENVO:reef	sponges	916	-12.484783	130.78445	Heidi's		adult	27	
1740.1740.Webster.5.B12.400.EMP.Thomas.sponges.16S.L008	2012-07-23 00:00:00	GAZ:Australia	1	ENVO:reef	sponges	1056	-12.416167	130.8319	Heidi's		adult	28	
1740.1740.Webster.5.B2.390.EMP.Thomas.sponges.16S.L008	2010-07-22 00:00:00	GAZ:Australia	19	ENVO:reef	sponges	911	-12.46725	130.829517	Heidi's		adult	26	
1740.1740.Webster.5.B3.391.EMP.Thomas.sponges.16S.L008	2010-07-22 00:00:00	GAZ:Australia	19	ENVO:reef	sponges	912	-12.46725	130.829517	Heidi's		adult	26	
1740.1740.Webster.5.B4.392.EMP.Thomas.sponges.16S.L008	2010-07-22 00:00:00	GAZ:Australia	19	ENVO:reef	sponges	913	-12.46725	130.829517	Heidi's		adult	26	
1740.1740.Webster.5.B5.393.EMP.Thomas.sponges.16S.L008	2010-07-23 00:00:00	GAZ:Australia	19	ENVO:reef	sponges	884	-12.46725	130.829517	Heidi's		adult	26	
1740.1740.Webster.5.B6.394.EMP.Thomas.sponges.16S.L008	2010-07-23 00:00:00	GAZ:Australia	19	ENVO:reef	sponges	1010	-12.46725	130.829517	Heidi's		adult	26	
1740.1740.Webster.5.B7.395.EMP.Thomas.sponges.16S.L008	2010-07-23 00:00:00	GAZ:Australia	19	ENVO:reef	sponges	1011	-12.46725	130.829517	Heidi's		adult	26	
1740.1740.Webster.5.B8.396.EMP.Thomas.sponges.16S.L008	2010-07-23 00:00:00	GAZ:Australia	19	ENVO:reef	sponges	885	-12.46725	130.829517	Heidi's		adult	26	
1740.1740.Webster.5.B9.397.EMP.Thomas.sponges.16S.L008	2010-06-07 00:00:00	GAZ:Australia	12	ENVO:reef	sponges	914	-12.484783	130.78445	Heidi's		adult	27	
1740.1740.Webster.5.C1.401.EMP.Thomas.sponges.16S.L008	2050-04-12 00:00:00	GAZ:Papua New Guinea	8	ENVO:reef		1036	-9.82425	150.81788	Manue has in ethanol	7.87	adult	30.4	
1740.1740.Webster.5.C10.410.EMP.Thomas.sponges.16S.L008	2050-04-12 00:00:00	GAZ:Papua New Guinea	8	ENVO:reef		1045	-9.82805	150.82028	Manue has in ethanol	8.06	adult	30.4	
1740.1740.Webster.5.C11.411.EMP.Thomas.sponges.16S.L008	2050-04-12 00:00:00	GAZ:Papua New Guinea	8	ENVO:reef		1046	-9.82805	150.82028	Manue has in ethanol	8.06	adult	30.4	
1740.1740.Webster.5.C12.412.EMP.Thomas.sponges.16S.L008	2050-04-12 00:00:00	GAZ:Papua New Guinea	8	ENVO:reef		1047	-9.82805	150.82028	Manue has in ethanol	8.06	adult	30.4	
1740.1740.Webster.5.C2.402.EMP.Thomas.sponges.16S.L008	2050-04-12 00:00:00	GAZ:Papua New Guinea	8	ENVO:reef		1037	-9.82425	150.81788	Manue has in ethanol	7.87	adult	30.4	
1740.1740.Webster.5.C3.403.EMP.Thomas.sponges.16S.L008	2050-04-12 00:00:00	GAZ:Papua New Guinea	8	ENVO:reef		1038	-9.82425	150.81788	Manue has in ethanol	7.87	adult	30.4	
1740.1740.Webster.5.C4.404.EMP.Thomas.sponges.16S.L008	2050-04-12 00:00:00	GAZ:Papua New Guinea	8	ENVO:reef		1039	-9.82425	150.81788	Manue has in ethanol	7.87	adult	30.4	
1740.1740.Webster.5.C5.405.EMP.Thomas.sponges.16S.L008	2050-04-12 00:00:00	GAZ:Papua New Guinea	8	ENVO:reef		1040	-9.82425	150.81788	Manue has in ethanol	7.87	adult	30.4	
1740.1740.Webster.5.C6.406.EMP.Thomas.sponges.16S.L008	2050-04-12 00:00:00	GAZ:Papua New Guinea	8	ENVO:reef		1041	-9.82425	150.81788	Manue has in ethanol	7.87	adult	30.4	
1740.1740.Webster.5.C7.407.EMP.Thomas.sponges.16S.L008	2050-04-12 00:00:00	GAZ:Papua New Guinea	8	ENVO:reef		1042	-9.82805	150.82028	Manue has in ethanol	8.06	adult	30.4	
1740.1740.Webster.5.C8.408.EMP.Thomas.sponges.16S.L008	2050-04-12 00:00:00	GAZ:Papua New Guinea	8	ENVO:reef		1043	-9.82805	150.82028	Manue has in ethanol	8.06	adult	30.4	
1740.1740.Webster.5.C9.409.EMP.Thomas.sponges.16S.L008	2050-04-12 00:00:00	GAZ:Papua New Guinea	8	ENVO:reef		1044	-9.82805	150.82028	Manue has in ethanol	8.06	adult	30.4	
1740.1740.Webster.5.D1.413.EMP.Thomas.sponges.16S.L008	2012-07-23 00:00:00	GAZ:Australia	1	ENVO:reef	sponges	1057	-12.416167	130.8319	Heidi's		adult	28	
1740.1740.Webster.5.D10.422.EMP.Thomas.sponges.16S.L008	2012-07-23 00:00:00	GAZ:Australia	1	ENVO:reef	sponges	1066	-12.41473	130.83198	Heidi's		adult	28.5	
1740.1740.Webster.5.D11.423.EMP.Thomas.sponges.16S.L008	2012-07-23 00:00:00	GAZ:Australia	1	ENVO:reef	sponges	1067	-12.41473	130.83198	Heidi's		adult	28.5	
1740.1740.Webster.5.D12.424.EMP.Thomas.sponges.16S.L008	2012-07-23 00:00:00	GAZ:Australia	1	ENVO:reef	sponges	1068	-12.4152	130.83193	Heidi's		adult	29	
1740.1740.Webster.5.D2.414.EMP.Thomas.sponges.16S.L008	2012-07-23 00:00:00	GAZ:Australia	1	ENVO:reef	sponges	1058	-12.416167	130.8319	Heidi's		adult	28	
1740.1740.Webster.5.D3.415.EMP.Thomas.sponges.16S.L008	2012-07-23 00:00:00	GAZ:Australia	1	ENVO:reef	sponges	1059	-12.41555	130.83263	Heidi's		adult	29.5	
1740.1740.Webster.5.D4.416.EMP.Thomas.sponges.16S.L008	2012-07-23 00:00:00	GAZ:Australia	1	ENVO:reef	sponges	1060	-12.41555	130.83263	Heidi's		adult	29.5	
1740.1740.Webster.5.D5.417.EMP.Thomas.sponges.16S.L008	2012-07-23 00:00:00	GAZ:Australia	1	ENVO:reef	sponges	1061	-12.41555	130.83263	Heidi's		adult	29.5	
1740.1740.Webster.5.D6.418.EMP.Thomas.sponges.16S.L008	2012-07-23 00:00:00	GAZ:Australia	1	ENVO:reef	sponges	1062	-12.41482	130.83212	Heidi's		adult	29	
1740.1740.Webster.5.D7.419.EMP.Thomas.sponges.16S.L008	2012-07-23 00:00:00	GAZ:Australia	1	ENVO:reef	sponges	1063	-12.41482	130.83212	Heidi's		adult	29	
1740.1740.Webster.5.D8.420.EMP.Thomas.sponges.16S.L008	2012-07-23 00:00:00	GAZ:Australia	1	ENVO:reef	sponges	1064	-12.41482	130.83212	Heidi's		adult	29	
1740.1740.Webster.5.D9.421.EMP.Thomas.sponges.16S.L008	2012-07-23 00:00:00	GAZ:Australia	1	ENVO:reef	sponges	1065	-12.41473	130.83198	Heidi's		adult	28.5	
1740.1740.Webster.5.E1.425.EMP.Thomas.sponges.16S.L008	2012-07-23 00:00:00	GAZ:Australia	1	ENVO:reef	sponges	1069	-12.4152	130.83193	Heidi's		adult	29	
1740.1740.Webster.5.E2.426.EMP.Thomas.sponges.16S.L008	2012-07-23 00:00:00	GAZ:Australia	1	ENVO:reef	sponges	1070	-12.4152	130.83193	Heidi's		adult	29	
1740.1740.Webster.5.E3.427.EMP.Thomas.sponges.16S.L008	2012-09-25 00:00:00	GAZ:Australia	12	ENVO:reef		1003	-18.82257	147.63755	Upright -80 Rack 3A5			23.5	
1740.1740.Webster.5.E4.428.EMP.Thomas.sponges.16S.L008	2012-09-26 00:00:00	GAZ:Australia	12	ENVO:reef		1004	-18.82257	147.63755	Upright -80 Rack 3A5			23.5	
1740.1740.Webster.5.E5.429.EMP.Thomas.sponges.16S.L008	2012-09-27 00:00:00	GAZ:Australia	12	ENVO:reef		1005	-18.82257	147.63755	Upright -80 Rack 3A5			23.5	
1740.1740.Webster.5.E6.430.EMP.Thomas.sponges.16S.L008	2012-09-28 00:00:00	GAZ:Australia	12	ENVO:reef		1006	-18.82257	147.63755	Upright -80 Rack 3A5			23.5	
1740.1740.ZA.12.EMP.Thomas.sponges.16S.L007	2013-10-18 00:00:00	GAZ:Tanzania	7	ENVO:ocean water		54	-6.11738	39.16904	prison island				
1740.1740.ZA.13.EMP.Thomas.sponges.16S.L007	2013-10-18 00:00:00	GAZ:Tanzania	7	ENVO:ocean water		55	-6.11738	39.16904	prison island				
1740.1740.ZA.14.EMP.Thomas.sponges.16S.L007	2013-10-18 00:00:00	GAZ:Tanzania	7	ENVO:ocean water		56	-6.11738	39.16904	prison island				
1740.1740.ZA.15.EMP.Thomas.sponges.16S.L007	2013-10-18 00:00:00	GAZ:Tanzania	9	ENVO:ocean water	Cinachyrella	57	-6.11738	39.16904	prison island				
1740.1740.ZA.16.EMP.Thomas.sponges.16S.L007	2013-10-18 00:00:00	GAZ:Tanzania	9	ENVO:ocean water	Cinachyrella	58	-6.11738	39.16904	prison island				
1740.1740.ZA.17.EMP.Thomas.sponges.16S.L007	2013-10-18 00:00:00	GAZ:Tanzania	9	ENVO:ocean water	Cinachyrella	59	-6.11738	39.16904	prison island				
1740.1740.ZA.37.EMP.Thomas.sponges.16S.L007	2013-10-19 00:00:00	GAZ:Tanzania	9	ENVO:ocean water	Callyspongia	60	-6.149923	39.131603	Bawe Island				
1740.1740.ZA.38.EMP.Thomas.sponges.16S.L007	2013-10-19 00:00:00	GAZ:Tanzania	9	ENVO:ocean water	Callyspongia	61	-6.149923	39.131603	Bawe Island				
1740.1740.ZA.39.EMP.Thomas.sponges.16S.L007	2013-10-19 00:00:00	GAZ:Tanzania	9	ENVO:ocean water	Callyspongia	62	-6.149923	39.131603	Bawe Island				
1740.1740.ZA.40.EMP.Thomas.sponges.16S.L007	2013-10-19 00:00:00	GAZ:Tanzania	6	ENVO:ocean water		63	-6.11738	39.16904	prison island				
1740.1740.ZA.41.EMP.Thomas.sponges.16S.L007	2013-10-19 00:00:00	GAZ:Tanzania	6	ENVO:ocean water		64	-6.11738	39.16904	prison island				
1740.1740.ZA.42.EMP.Thomas.sponges.16S.L007	2013-10-19 00:00:00	GAZ:Tanzania	6	ENVO:ocean water		65	-6.11738	39.16904	prison island				
1740.1740.ZA.44.EMP.Thomas.sponges.16S.L007	2013-10-20 00:00:00	GAZ:Tanzania	5	ENVO:ocean water	Cymbastela	66	-6.165917	39.202641	sponge farm				
1740.1740.ZA.46.EMP.Thomas.sponges.16S.L007	2013-10-20 00:00:00	GAZ:Tanzania	5	ENVO:ocean water	Cymbastela	67	-6.165917	39.202641	sponge farm				
1740.1740.ZA.47.EMP.Thomas.sponges.16S.L007	2013-10-20 00:00:00	GAZ:Tanzania	5	ENVO:ocean water	Cymbastela	68	-6.165917	39.202641	sponge farm				
1740.1740.ZA.48.EMP.Thomas.sponges.16S.L007	2013-10-20 00:00:00	GAZ:Tanzania	4	ENVO:ocean water	Spongia	69	-6.165917	39.202641	sponge farm				
1740.1740.ZA.49.EMP.Thomas.sponges.16S.L007	2013-10-20 00:00:00	GAZ:Tanzania	4	ENVO:ocean water	Spongia	70	-6.165917	39.202641	sponge farm				
1740.1740.ZA.53.EMP.Thomas.sponges.16S.L007	2013-10-20 00:00:00	GAZ:Tanzania	4	ENVO:ocean water	Spongia	71	-6.165917	39.202641	sponge farm				
1740.18.EMP.Thomas.sponges.16S.L007	2012-07-19 00:00:00	GAZ:Mexico	12.1	ENVO:reef	black-ball sponge	313	18.40198	-87.40878	Russell Hill Lab				
1740.19.EMP.Thomas.sponges.16S.L007	2012-07-19 00:00:00	GAZ:Mexico	12.1	ENVO:reef	black-ball sponge	314	18.40198	-87.40878	Russell Hill Lab				
1740.2.EMP.Thomas.sponges.16S.L007	2012-07-16 00:00:00	GAZ:The Bahamas	12.1	ENVO:reef	sponges	300	26.56295	-77.8815	Russell Hill Lab				
1740.20.EMP.Thomas.sponges.16S.L007	2012-07-19 00:00:00	GAZ:Mexico	12.1	ENVO:reef	black-ball sponge	315	18.40198	-87.40878	Russell Hill Lab				
1740.20.X.00.1.015.EMP.Thomas.sponges.16S.L007	2000-05-20 00:00:00	GAZ:The Bahamas	146.3	ENVO:reef	sponges	455	26.51255	-78.58482	HBOI.McCarthy				
1740.21.EMP.Thomas.sponges.16S.L007	2012-07-19 00:00:00	GAZ:Mexico	12.1	ENVO:reef	black-ball sponge	316	18.40198	-87.40878	Russell Hill Lab				
1740.21.X.03.1.001.EMP.Thomas.sponges.16S.L007	2003-05-21 00:00:00	GAZ:The Bahamas	160.9	ENVO:reef	sponges	458	26.51123	-78.58698	HBOI.McCarthy				
1740.21.X.03.3.002.EMP.Thomas.sponges.16S.L007	2003-05-21 00:00:00	GAZ:The Bahamas	150.6	ENVO:reef	sponges	459	26.51114	-78.5877	HBOI.McCarthy				
1740.21.X.03.5.008.EMP.Thomas.sponges.16S.L007	2003-05-21 00:00:00	GAZ:The Bahamas	134.7	ENVO:reef	sponges	460	26.51122	-78.58708	HBOI.McCarthy				
1740.22.EMP.Thomas.sponges.16S.L007	2012-07-19 00:00:00	GAZ:Mexico	12.1	ENVO:reef	black-ball sponge	317	18.40198	-87.40878	Russell Hill Lab				
1740.23.EMP.Thomas.sponges.16S.L007	2012-07-19 00:00:00	GAZ:Mexico	12.1	ENVO:reef	black-ball sponge	318	18.40198	-87.40878	Russell Hill Lab				
1740.24.EMP.Thomas.sponges.16S.L007	2012-07-19 00:00:00	GAZ:Mexico	12.1	ENVO:reef	black-ball sponge	319	18.40198	-87.40878	Russell Hill Lab				
1740.24.VIII.90.1.005.EMP.Thomas.sponges.16S.L007	1990-08-24 00:00:00	GAZ:Canary Islands	21.3	ENVO:reef	sponges	539	28.335	-16.91167	Lopez Lab				
1740.25.EMP.Thomas.sponges.16S.L007	2012-07-19 00:00:00	GAZ:Mexico	12.1	ENVO:reef	black-ball sponge	320	18.40198	-87.40878	Russell Hill Lab				
1740.25.V.04.2.002.EMP.Thomas.sponges.16S.L007	2004-05-25 00:00:00	GAZ:United States of America	380.6	ENVO:reef	sponges	462	26.01882	-79.81869	HBOI.McCarthy				
1740.26.EMP.Thomas.sponges.16S.L007	2012-07-19 00:00:00	GAZ:Mexico	12.1	ENVO:reef	black-ball sponge	321	18.40198	-87.40878	Russell Hill Lab				
1740.26.IX.88.1.023.EMP.Thomas.sponges.16S.L007	1988-11-26 00:00:00	GAZ:The Bahamas	39.6	ENVO:reef	sponges	537	24.058	-74.54217	Lopez Lab				
