,PC1,PC2,2,3,4
sample_0,-1.9682511796361337,-1.615893552273471,-1.3335897382417983,1.2354542015171124,-0.8359416768524282
sample_1,-1.5196994264787602,-1.4302587717486348,-1.2555053448414653,1.2223675700894099,-0.8655297543942104
sample_2,-1.7743404215899852,-1.587624400834558,-1.3802448563155338,1.3030907888265992,-0.8631909881662996
sample_3,-1.7395687354742215,-1.5301163452057538,-1.3088863077997386,1.2413271645626573,-0.8574006829359826
sample_4,-1.5901519053738904,-1.4406501274032975,-1.2743984018244336,1.2347113181409426,-0.8531615425774769
sample_5,-1.6770296483341913,-1.4781998954166327,-1.2848633590687315,1.2233726388224457,-0.837621613325582
sample_6,-1.534052329953386,-1.439279190443943,-1.3035154995930658,1.2782305269162906,-0.8796144340552804
sample_7,-1.3529290299471102,-1.3396405313081792,-1.246199625807882,1.244808840062926,-0.8647055496984789
sample_8,-1.1257410608068117,-1.2864921566830754,-1.261720951484549,1.2836372586676863,-0.8812437302134537
sample_9,-1.2538278509800487,-1.3056656925314614,-1.2821728921231919,1.3105061794752924,-0.9106891855724933
sample_10,-1.0977699165941852,-1.2587860671016509,-1.2934288071402609,1.3452553446670144,-0.9278143757895597
sample_11,-0.892780402197495,-1.1685502619486372,-1.227091519190569,1.309886757500225,-0.9440293767742091
sample_12,-0.8816403646082909,-1.0878822304388351,-1.1537761870494174,1.2454136916882799,-0.8759057328282142
sample_13,-0.9577602908502244,-1.1849724623483533,-1.20898726413506,1.2539255343467934,-0.8760255954152079
sample_14,-1.0018494917122376,-1.2394246384509118,-1.3111388763385015,1.3858209106039505,-0.9400050952502241
sample_15,-0.8651732882697168,-1.0905988093663563,-1.1819527962243437,1.2769192711783315,-0.8991459305037153
sample_16,-0.7423381190447496,-1.0815858901502449,-1.2698738419173885,1.4122010904310656,-0.9750606184038423
sample_17,-0.6663427551437323,-0.9946186864238209,-1.1833385126077427,1.335551449110676,-0.9510386248459411
sample_18,-0.8492897543056163,-1.04726893337121,-1.1529594742410996,1.2689918969213552,-0.9050913404928054
sample_19,-0.8028581932468791,-1.0350925200330194,-1.1864460681746383,1.3394811611478372,-0.9402167420905201
sample_20,-0.4676618316105653,-0.8651213120139523,-1.106746445622709,1.2919757959579254,-0.9223244528699716
sample_21,-0.543262377290147,-0.889686934155588,-1.1173651861356761,1.2989171363350436,-0.9222853275988585
sample_22,-0.07055534638475743,-0.7324156058125,-1.1224187338206209,1.3754440613916457,-0.9770025533491067
sample_23,-0.17176274602353805,-0.7138281632161398,-1.0401493397080497,1.2681678856051097,-0.9288579523109979
sample_24,0.07954694212131593,-0.5672435728396602,-1.0041815990830198,1.3023852628304133,-0.9545995518087182
sample_25,0.09232192240726425,-0.5678353968306826,-1.0172649812759629,1.3335779492214304,-0.978727062948135
sample_26,-0.043913000170218645,-0.6156680292667732,-1.0199835003296822,1.3150367389370827,-0.9649740095266445
sample_27,0.23293045246299407,-0.508890709912721,-0.9891964668387011,1.3117429458079692,-0.9571523924682611
sample_28,0.192838435586174,-0.4925724475344965,-0.9919545134027795,1.324237841914509,-0.9645446955599077
sample_29,0.20552804577663766,-0.4088911450604313,-0.8896029781070045,1.2474445479409488,-0.9446798199768655
sample_30,0.35752934720039375,-0.29117945315112675,-0.8575272969210398,1.289240563367364,-0.960696602710867
sample_31,0.4904278116009679,-0.23942820383995617,-0.8460419759186344,1.2825572692596219,-0.9695588482336345
sample_32,0.7750893744976853,-0.09872390100354858,-0.814377408226623,1.30778943436574,-0.9951417121220777
sample_33,0.5709250227575389,-0.07542843389246269,-0.7152266835978468,1.2372062799486274,-0.9699962081431823
