,PC1,PC2
sample_0,-168.875718428802,136.4992429173223
sample_1,-160.83435420647876,126.09098265462275
sample_2,-165.2550396456643,131.04622650396925
sample_3,-169.77905706478143,140.22880982824472
sample_4,-210.3550762271363,194.20833877321013
sample_5,-156.15761892459227,119.92510893300768
sample_6,-167.75379283780822,128.71687920636393
sample_7,-173.22056837614392,129.23166864792873
sample_8,-162.8931018840802,122.95178097441642
sample_9,-167.74968962055397,123.58245034808247
sample_10,-168.31128417454354,125.00220402778176
sample_11,-160.186239797261,112.00380574413654
sample_12,-163.51770008654734,114.81883859733863
sample_13,-158.77443636996657,107.72918677754961
sample_14,-153.33647399613994,105.40379425322892
sample_15,-158.975678883649,109.86684176976918
sample_16,-157.87240939730825,104.02971952364177
sample_17,-165.13715939231648,107.61719044100376
sample_18,-154.60994240353784,95.95769318632114
sample_19,-167.7620329448429,107.33536504271389
sample_20,-157.30859702227752,94.9045986899737
sample_21,-152.84397123135363,89.31017269575888
sample_22,-157.1118506297946,92.8544722022434
sample_23,-163.3500394501292,92.52908868614753
sample_24,-157.00353339423478,88.46210759852858
sample_25,-155.79134965965682,86.08993658048838
sample_26,-151.68627302773987,79.79220413091156
sample_27,-148.8453973033576,73.89034860225419
sample_28,-159.64348537177625,79.19075374808902
sample_29,-156.6326262132305,74.29922108426315
sample_30,-163.60057855355745,75.61978749563842
sample_31,-150.20839082879567,66.10416093578853
sample_32,-143.58413919707954,65.21725160198639
sample_33,-148.86308015369704,60.60837671662844
sample_34,-146.79615869904524,55.06750632728742
sample_35,-149.3782626022879,60.57062211963306
sample_36,-139.03078694581933,50.964584441991214
sample_37,-140.63552438570795,51.09314995010042
sample_38,-142.16037058694926,43.135501560559995
sample_39,-135.60002205060078,39.65196581751468
sample_40,-137.32149885950287,36.9302612340041
sample_41,-149.11880562599185,32.35707687710146
sample_42,-139.18514024748416,31.13737341805055
sample_43,-130.78720792593893,26.665915632330975
sample_44,-142.40085266753354,20.62506495048911
sample_45,-125.87268417729575,19.109222656945608
sample_46,-126.48587969751004,12.77502865682794
sample_47,-132.489418333528,12.091496155079819
sample_48,-114.74587704635628,7.622544195177912
sample_49,-121.2160184289891,4.228997262163732
sample_50,-129.32908329392055,-1.216117376606459
sample_51,-124.31410802012962,-11.62865514168191
sample_52,-117.32568870659993,-6.507441212243605
sample_53,-133.73159357545816,-15.535928637266965
sample_54,-116.34579740234994,-16.915085464611927
sample_55,-109.76994815219268,-20.65875484175427
sample_56,-114.06632971126602,-19.43691236346621
sample_57,-113.07293738543238,-32.59508505946029
sample_58,-105.44077189688633,-30.84033515063347
sample_59,-105.3794316562721,-34.096075529058886
sample_60,-106.65158229625652,-37.260819311529566
sample_61,-102.8629730044848,-50.5739256426885
sample_62,-101.02721263556903,-44.2575389712566
sample_63,-94.22608141542699,-57.91394529678432
sample_64,-98.12859579651062,-54.61454826016718
sample_65,-89.94206339528975,-59.3259912138135
sample_66,-90.17803216581389,-64.89915744689166
sample_67,-83.74802028575655,-64.94977664256693
sample_68,-89.32604810322539,-71.25797932240519
sample_69,-88.46096619212594,-78.60511152509393
sample_70,-73.02594785762348,-74.17662336405859
sample_71,-83.24713838495508,-81.19849030452362
sample_72,-76.66036848504291,-88.67280649119536
sample_73,-76.91765924674976,-89.76535153417844
sample_74,-70.12232875094934,-83.40034650084489
sample_75,-70.93060513651547,-91.7738953506342
sample_76,-65.4102822299729,-98.13331399535532
sample_77,-62.84605702439699,-101.00045000429817
sample_78,-55.33371054315066,-107.04779157386899
sample_79,-55.01976889368933,-103.34623409033799
sample_80,-54.40741455966895,-104.29674172058206
sample_81,-51.85388752305183,-113.19984790897642
sample_82,-48.89396210704482,-111.44137351679066
sample_83,-45.1038024826218,-120.5577173368116
sample_84,-44.27962942022921,-118.22886431064775
sample_85,-37.19198775190941,-116.05642864458159
sample_86,-33.736590062885945,-116.27929705001026
sample_87,-36.779238652421164,-127.48434617722747
sample_88,-27.73705736085778,-129.2732033565904
sample_89,-27.506669704441723,-119.52713719639627
sample_90,-26.175768354993398,-126.67650479991276
sample_91,-25.2862138092129,-137.20938189684927
sample_92,-22.073290646815003,-129.11802104343644
