,PC1,PC2
sample_0,-349.2662471173786,303.09985614056677
sample_1,-314.2343205374673,256.68356096475435
sample_2,-327.0883563829225,272.31543826885166
sample_3,-324.8176270879092,269.4610784930706
sample_4,-323.71152638546346,269.08434579099
sample_5,-321.99321131024095,259.96619164098837
sample_6,-333.2816545939174,269.1334243523438
sample_7,-312.70542136591297,240.387298501768
sample_8,-314.60602940287447,246.4594515960457
sample_9,-311.4203908582296,234.89717339668832
sample_10,-321.33063549270213,242.86163070984895
sample_11,-311.6798492082949,231.9314478128404
sample_12,-320.5705643493992,233.0261585180934
sample_13,-304.89378593691004,215.98278358362558
sample_14,-312.7732840999903,218.4972582282445
sample_15,-365.24102918212157,269.65978238090617
sample_16,-329.2536904366478,229.25162356392002
sample_17,-305.2078920673761,204.24863152319872
sample_18,-342.24537446980736,236.15116208434097
sample_19,-338.4384493781139,222.25690462877367
sample_20,-294.9193157350048,186.01531119767932
sample_21,-317.7155466226768,196.78067329572244
sample_22,-312.3083076656005,186.66076874553474
sample_23,-333.2835252742659,197.12254099063992
sample_24,-316.9665037964509,182.66819047111986
sample_25,-306.04901444001695,163.25546175526128
sample_26,-317.3650452762835,176.29287255240243
sample_27,-302.43688679725784,163.90456554376618
sample_28,-302.28734203433027,152.83968623258667
sample_29,-274.92629042026226,126.48222507517364
sample_30,-291.2131124601432,142.96627001710945
sample_31,-292.34164978248316,137.36969470025716
sample_32,-308.9416851806396,142.83321690474077
sample_33,-281.4454050647984,120.91694555759305
sample_34,-295.5055850341985,125.47580680762802
sample_35,-301.0975145582076,117.14094011506745
sample_36,-273.4777358944959,99.91453460705536
sample_37,-283.1911420854952,111.1534657721801
sample_38,-275.0412656837814,83.03388854257447
sample_39,-279.7037167434078,84.41025973705284
sample_40,-286.11837819422743,82.68664848440541
sample_41,-276.36618350191577,74.44376437857815
sample_42,-272.7415052856468,66.82401935619698
sample_43,-263.4006380188254,48.347514611611665
sample_44,-256.4550769168877,48.474741742041445
sample_45,-269.1295484527775,36.59235604689416
