,PC1,PC2,2,3,4
sample_0,1.802534676659488,1.4812754746817274,-1.2010663034669797,0.8951336422215284,0.5054820507479739
sample_1,1.7413177728030025,1.4503591608223654,-1.197434662987487,0.9050370221552106,0.5168273208062124
sample_2,1.7171501566323595,1.4717816749610253,-1.231877255625325,0.9444913598908785,0.5429297558289333
sample_3,1.734923734080886,1.4930590421547663,-1.255054861518826,0.9610505774917658,0.5532087916923317
sample_4,1.555733752556497,1.400877428583227,-1.2121850284224334,0.9498903206583907,0.5508420189300296
sample_5,1.5663950355372591,1.448769656544028,-1.2658241096257814,0.9940432252881706,0.5772154953783378
sample_6,1.5466818237911781,1.4269405571355813,-1.2411967082294975,0.9869427965080657,0.5648628578518095
sample_7,1.5242333157157686,1.4021315535646537,-1.2274661990615905,0.964584723077813,0.5602332526187396
sample_8,1.3634619606648473,1.3500153150323086,-1.2379253417865814,1.0133367089763536,0.596300734071001
sample_9,1.4086931825392572,1.3737332584252584,-1.2440328910831027,1.0242045643347817,0.5963075565582205
sample_10,1.2458403862691472,1.313505389210815,-1.2418586604984803,1.0541479396023294,0.6171187914597648
sample_11,1.2263685204992656,1.281189761197819,-1.213924057306587,1.033044385167046,0.6112725877321643
sample_12,1.1315222672707355,1.2343577297971826,-1.1998925145559884,1.0232934218979755,0.6086236270180106
sample_13,1.1549687909291098,1.2772772185511012,-1.2392660101846629,1.0628398934610421,0.6313774241101643
sample_14,1.020271720903543,1.2127576807150613,-1.2281049820115615,1.0888151753096535,0.650906799074102
sample_15,0.9557880365931014,1.207722431548483,-1.2481097257742468,1.109361656204707,0.6655306876832146
sample_16,1.013483647836108,1.2472399941666796,-1.2868380730850557,1.1527441254098458,0.6933424552045808
sample_17,0.8191798234958373,1.1709803312249565,-1.275068691482781,1.1725734639378218,0.7098209985590654
sample_18,0.8152973719246253,1.172199896538639,-1.2792866668073453,1.1708568371684758,0.7119573590770715
sample_19,0.7682522464692045,1.1084033640092288,-1.2394501880718702,1.1537192320354903,0.7068001235987051
sample_20,0.7036856113132842,1.098706350028779,-1.2668491535080137,1.200966139393566,0.7382737920529235
sample_21,0.517095565459667,1.011151224661334,-1.2407028957468946,1.206803308744004,0.7498543941672297
sample_22,0.42895193049417546,0.9475615561913574,-1.2146921166221276,1.2058353656854266,0.7570512837860314
sample_23,0.4647308715775867,0.9685827050619045,-1.2295669404604608,1.2221073828240603,0.76746231082779
sample_24,0.3381136916181975,0.8977783309327276,-1.2071966740829883,1.2302628506676745,0.7790549544577033
sample_25,0.27850002236479926,0.8707497256652587,-1.2071476069700429,1.243897146592763,0.7916520559766108
sample_26,0.3400397390124798,0.8866295274938606,-1.2144525208658612,1.2490138198503498,0.7967351214475682
sample_27,0.13934765675946947,0.7749982930638334,-1.1720093280291473,1.2641241341827367,0.8170007895604163
sample_28,0.0526438798066886,0.7370966320049576,-1.1684810493448283,1.2565605339005113,0.8132756108208881
sample_29,-0.09584612831655133,0.6277594281291822,-1.1122268860008773,1.2433420845205108,0.8195402858900502
sample_30,-0.0918515991947026,0.6184143673029242,-1.0988111707190056,1.2373850057784992,0.8131164550639198
sample_31,-0.19841127723767135,0.5688136839580742,-1.1054552627545573,1.2637585943184353,0.841897006506104
sample_32,-0.3309485027167504,0.48081587691648886,-1.091355913121931,1.292230307036892,0.8718930866253974
sample_33,-0.44342659550188407,0.4098373709115256,-1.052547256651356,1.2770263719616013,0.8653120760129108
sample_34,-0.4336434408835411,0.4197298156853244,-1.0602398149532113,1.2824374641009235,0.8682024564703716
sample_35,-0.46605599450188157,0.32529597716146064,-1.0065488055108858,1.2845139638951606,0.892964694738875
sample_36,-0.5566480461797619,0.26532238676040126,-0.976028016208959,1.2594511159584982,0.875919249668757
sample_37,-0.6142415712519894,0.25350752995777825,-0.9873893044595259,1.2827989094357746,0.8939893484007521
sample_38,-0.8241978697748853,0.09945333751640896,-0.9125570728441543,1.2897959557002048,0.9174956295261292
sample_39,-0.8322619582432796,0.08404228384997475,-0.9323677056762403,1.3074132009030035,0.9348243465693593
sample_40,-0.8926962850717682,-0.0003916852618084793,-0.8617917824279442,1.2643338442455125,0.9201497194555832
sample_41,-0.861260508088828,-0.035207889083400945,-0.8264825511284378,1.2652525212297392,0.9356771018134652
sample_42,-1.074161012177227,-0.17255553982437832,-0.7977040029733977,1.3042953161507003,0.9750345478845918
sample_43,-1.0341257037861025,-0.13837930613395644,-0.8236695708873075,1.3033125659899272,0.971722906529856
sample_44,-1.1198942000765766,-0.2926912535129715,-0.6965278479721978,1.2608916312897176,0.9686229430330713
sample_45,-1.1531732472691647,-0.3538453530184922,-0.6554251787997226,1.2433816007655676,0.9733570076923379
sample_46,-1.0829134688785036,-0.3070606025821757,-0.69144678699612,1.2424247815776526,0.9631393044889779
sample_47,-1.1340926329371543,-0.42308362800669885,-0.5983750648562595,1.224046244297244,0.980495637109559
sample_48,-1.2410292991944347,-0.5309606352741412,-0.5400949269785658,1.2368953457144205,1.006748126700195
sample_49,-1.3093621375208697,-0.6216795105684495,-0.48593669997399214,1.2141688992323967,1.0134838605626817
sample_50,-1.2674335241871562,-0.6363402290263305,-0.4562124043876943,1.194054098863318,1.0025319877292425
sample_51,-1.369270608867388,-0.730217585955052,-0.4271319306244728,1.216335303250392,1.0382306759865219
sample_52,-1.3339946466483759,-0.7606523116555756,-0.35734010052496795,1.1819870544135695,1.0242800883300962
sample_53,-1.311114604784803,-0.7742435176804627,-0.34388236114405507,1.1874127644584487,1.047862637073835
sample_54,-1.3362211946807832,-0.8438978595176421,-0.29088852065295107,1.1890663576012617,1.0624950517053813
sample_55,-1.307348944444523,-0.9209930513457357,-0.20576614179923178,1.159974102312528,1.0696841928810812
sample_56,-1.3108830676069123,-1.0113778784383267,-0.13375139635902222,1.1467914286043248,1.0839495646521693
sample_57,-1.3044563175609707,-0.9967821616563209,-0.12815223249033192,1.1424035303516538,1.0846652571923208
sample_58,-1.1857691834264408,-1.04938494579429,-0.03153491690985984,1.0982756146279997,1.0869411685878774
sample_59,-1.2097675916322985,-1.1130246456562605,0.017481876476996654,1.0978289739083331,1.105257729883049
sample_60,-1.204480204082804,-1.185958950677362,0.08172058358530385,1.1044949298581754,1.1205093633265946
sample_61,-1.1447610385316909,-1.1788275611253722,0.10591588166879926,1.0782226616291615,1.123360845034707
sample_62,-1.1738142467306656,-1.234275989474544,0.15927097593462092,1.066608757280212,1.1278788033538591
sample_63,-1.0399945705006115,-1.2404569161907106,0.21774536993941052,1.0475122337134126,1.147240710961651
sample_64,-0.9802029255840283,-1.274804207627706,0.2833999701518051,1.0028199858962226,1.132390466516969
sample_65,-0.9003354229496882,-1.351986157456196,0.36748337838275147,0.9957319553567971,1.14692980857553
sample_66,-0.8522950470452803,-1.34089164369758,0.40504752543529055,0.9688602264457306,1.1469763156824953
sample_67,-0.8140566363116217,-1.3477910102303454,0.4425471789788409,0.9562768968811151,1.1731483137124494
sample_68,-0.7808963005341821,-1.4040515653533108,0.5247371160568169,0.9651985050810598,1.195081946525719
sample_69,-0.6034857879558392,-1.386343838780979,0.5655245103612656,0.9144288963994077,1.1812907803167794
sample_70,-0.5318424383186082,-1.3242353785860832,0.5831425563172528,0.8524858159894234,1.1553824530386279
sample_71,-0.45863017200157624,-1.3917146364716657,0.6551050043349982,0.8705801333232344,1.1868184749129658
sample_72,-0.33156750113896466,-1.362427870467963,0.6843229825066532,0.8496294847178811,1.1945659967473823
sample_73,-0.23594094255386838,-1.3474768984082173,0.7782433037789119,0.8279384368620135,1.2093821659057478
sample_74,-0.23756502248985706,-1.380610297503199,0.7988064897354421,0.799499640600892,1.1933722700964617
sample_75,-0.08356830270590289,-1.3453748604600444,0.845991424499494,0.7486910030852179,1.181442631571462
sample_76,0.011969796158148489,-1.3237642296507255,0.8732395331289098,0.7310896150718985,1.1802380014970917
sample_77,0.10245561976695776,-1.3022183999971266,0.9263579268726749,0.7259224626382624,1.2288372315569145
sample_78,0.20934483395729073,-1.2391893400522072,0.9331897157689545,0.6779999852924781,1.211734429740626
sample_79,0.25080993327937456,-1.1749711886441012,0.9482027569223638,0.64221992549751,1.1943863754558364
sample_80,0.3844242408056534,-1.1692426922287036,1.0309326293961296,0.6133535898502431,1.2092674485462596
sample_81,0.47762351808020853,-1.0776300392814986,1.0543544811405992,0.5752043896976754,1.2048483826030782
sample_82,0.5157073962849598,-1.1514175755356264,1.0892261109451098,0.5683907608877758,1.2048551639120708
sample_83,0.5747393223820982,-1.0677168939067299,1.0714041072708456,0.5300326423726257,1.1854855221037752
sample_84,0.5544072985171802,-1.0750452880200467,1.1294042334566243,0.5151003973473508,1.2250396386613767
sample_85,0.6851302112230616,-0.958815083328214,1.124748495203556,0.47180549525157994,1.20658553514449
