,PC1,PC2,2,3,4
sample_0,0.17053974802650765,-0.34300905294937395,0.009614900250764162,0.4443246765846297,-0.029844636822218593
sample_1,0.36631613710485095,0.002908506413268003,0.003993303665553445,0.41938404628540804,-0.03105143262934857
sample_2,-0.2658040250107897,-4.244543179395705,0.08911914700792228,3.9629301494891287,-0.047462396736118746
sample_3,0.1226948966612544,-0.43335191950331553,0.012222109548553886,0.5928017826492232,-0.03689931974735768
sample_4,2.2602181294603714,1.58644841158729,-0.039317727348572855,1.8338977060875716,-0.030916975091678123
sample_5,-3.6494188662480114,2.5491547577809035,-0.045339214746524525,5.694470632484131,-0.06764660757268363
sample_6,0.028091479420631834,0.03225470130655715,-0.10357986407557145,0.24782880288338183,-0.1353215369882946
sample_7,0.2670983931376429,0.17751567796089707,0.0032472348510912837,0.532386719713232,-0.03544892239888273
sample_8,-0.7530792702257358,0.5615786127013472,-0.0012810857822199108,1.2133292815117123,-0.0494260952490689
sample_9,-0.5836471005113074,0.07705930933225122,0.023430050059376664,1.277087216660789,-0.04304442284935287
sample_10,-0.10137494761274427,-4.743693296460517,0.09454878855645864,5.08193657171435,-0.035130342251066045
sample_11,0.35985881059298835,-0.03879360339743774,-0.017100246648896478,0.2549510704552657,-0.038612726357524656
sample_12,0.3298681555316804,0.008945467806947424,0.001731460740039673,0.18238448733855017,-0.01593932465691791
sample_13,1.1760307137348123,0.2220610988664297,-0.0036758185598198927,0.5403296219195705,-0.03463600656457806
sample_14,0.601208079073364,-0.4696393842124406,0.026560684221809266,1.1668151716030999,-0.04700655965821518
sample_15,0.4278678966008256,0.35520686965431497,-0.0029850004774184154,0.7463546954517969,-0.03416942849138219
sample_16,1.6666067145370933,-0.748793361003003,0.033403602458712524,2.717470015672668,-0.01182667467551038
sample_17,0.5684967016011827,0.18995315858108525,-0.0012634583903458913,0.5597751617366582,-0.03589541881952149
sample_18,0.042348244909410665,-0.23141137074691978,0.00520649507220169,0.2397080173637641,-0.017030289871027882
sample_19,0.7397282968640355,0.2262829986610764,0.0026518816958074746,0.38703378470217425,-0.024202002868731427
sample_20,-0.04644006210131875,-0.826573832944566,0.016283768281664796,0.8591140257359721,-0.047850196751481715
sample_21,11.629680091394992,2.142378247218173,-0.11574679158043125,2.836660256324235,-0.04167795552217523
sample_22,0.19025681213386428,-0.441799982283082,0.013521709985142938,0.8104257304715682,-0.04187917477882744
sample_23,0.030465959420987183,0.12444340530883782,0.022429570942971048,0.5513317931141472,-0.04534136364538286
sample_24,1.0850095147331982,0.09750732138951067,0.0007144690252857672,0.34873564305004673,-0.023680083090697863
sample_25,-0.057876252688919085,0.01676843937915987,0.0002094205838194344,0.1147395636802657,-0.008104939417660396
sample_26,0.09390493073024601,-0.10966201321780786,0.03829385937507859,0.2570604826936987,-0.021452906708794323
sample_27,-0.07720644032879552,0.14460401045478047,0.003227151787382026,0.7368750780991874,-0.0362175001693302
sample_28,0.14852434323127456,-0.4665626419730732,0.012120861667301102,0.8517919450323108,-0.03876865149453854
sample_29,0.2962029861928161,-0.26661288278181533,0.003133536387462683,0.9087230702434661,-0.04563060451415857
sample_30,-0.2309686800697928,0.2061425428268917,0.0006429209413035148,0.3907419614350761,-0.0225841055281086
sample_31,0.06309000358319303,0.022848688822023875,0.00021050083021068928,0.06459572853642086,-0.011222384462633293
