,PC1,PC2,2,3,4
sample_0,-0.049432875911135016,1.9411002528061452,-1.5629624050098467,-1.1879908725313273,-0.7045383088617092
sample_1,0.7446205835960111,1.9672024771216752,-1.580277209651827,-1.204493547225326,-0.7101346923760748
sample_2,0.3808447729795587,1.9902849535228189,-1.59531644114415,-1.2316467390738082,-0.7205483162235727
sample_3,0.13541307440114325,1.75580035330222,-1.5194646055531111,-1.213987364511979,-0.7416465351429989
sample_4,0.1463091974656838,1.6613227486118258,-1.4876935275153975,-1.2041769437443912,-0.7208112037122455
sample_5,0.7117592958353355,1.694338518693705,-1.4734522192917083,-1.2033606061884936,-0.7400533196292581
sample_6,0.6431553814117124,1.6074152759054332,-1.4850636922811542,-1.2152676710268175,-0.7428920873572704
sample_7,0.5204037369500365,1.5312076837976112,-1.4662753417581524,-1.2199238035111242,-0.7428369928467812
sample_8,0.09214330570784125,1.6449961670799167,-1.4614708720900256,-1.1817989452865854,-0.7272124699259211
sample_9,0.16971616236838238,1.3648784536318002,-1.4453957951428695,-1.2285900233966638,-0.7538950324944561
sample_10,0.23143683730983594,1.624665528611811,-1.4522398247899648,-1.2017481574648372,-0.7439570925267933
sample_11,0.04257925701626999,1.41198519108691,-1.4097281474883996,-1.2129835850005528,-0.7611082099069232
sample_12,-0.14441256934122512,1.3642518911900077,-1.3880999104081242,-1.2126781831329534,-0.7534646818774622
sample_13,-0.20292010799914503,1.1941661543389355,-1.3810437105199962,-1.2300456105197175,-0.7727457677053449
sample_14,0.3594562183698988,1.2076403018285096,-1.3540383604965107,-1.253182193936862,-0.7861566565638871
sample_15,0.27831508582128855,1.280183218318651,-1.3472336258897213,-1.2169965096104103,-0.783586494641502
sample_16,0.11670913999310152,0.8937885979031174,-1.2858068949448977,-1.2355236379418695,-0.7775906483485746
sample_17,-0.0820692115306624,1.0298023446141134,-1.3012851942251433,-1.2428274402569117,-0.8244417165584328
sample_18,0.0036813927114749357,1.1734174011475689,-1.321884516539162,-1.2339622324599455,-0.8112886768846297
sample_19,0.1499583089209294,0.9048947629100069,-1.2258597467783072,-1.2170741974353032,-0.8332647896337313
sample_20,0.4186941839672047,0.6724785402049356,-1.1914363874838394,-1.2475719649732362,-0.8292746299877125
sample_21,0.5117544054718054,0.8175342018575545,-1.1864700799307708,-1.2110281143610315,-0.8165421688669358
sample_22,0.11019055975128017,0.6236364167124503,-1.1610733637445592,-1.2446984941099808,-0.8709980315882445
sample_23,0.685819642701498,0.586546382376634,-1.1482293825780854,-1.2242644878935054,-0.8177610668135071
sample_24,-0.5778374995528097,0.5445391185536178,-1.1046112267171062,-1.2258390879789935,-0.8387800416340353
sample_25,0.7436032708039065,0.5582942546124169,-1.0651162604381827,-1.2169189756774619,-0.8536840379422748
sample_26,-0.5912690170873712,0.563680045799171,-1.041480564194595,-1.2112756412003265,-0.875371006293099
sample_27,0.024229682132365708,0.3676640404926431,-1.0351979082077991,-1.2139643049837756,-0.8438494640228903
sample_28,-0.5931937392376593,0.26120952812679304,-0.9954939102904627,-1.2294677307645678,-0.8714981190930664
sample_29,-0.6991762478887449,0.3663512228813037,-0.9828613831295012,-1.1858481771372769,-0.850748451041623
sample_30,0.36545726862538036,0.23818558551138053,-0.9852831887715615,-1.2582438626744206,-0.8948186288697685
sample_31,-0.6397249067914311,0.09491142727442317,-0.955106376112634,-1.2634109391802693,-0.8976569450724624
sample_32,-0.8457998179314508,0.11648977051104707,-0.9460600460759854,-1.2312829798199532,-0.8900902987762216
sample_33,0.5312698649037391,0.083924557491866,-0.8392913988672326,-1.2202015777725606,-0.9090284363740396
sample_34,0.013234955635447715,-0.11532310868673477,-0.7873935353694311,-1.226703025951388,-0.9119855059607591
sample_35,-0.13729312752569325,-0.3191410653585543,-0.7630842862403473,-1.2382452371260688,-0.9309762373966286
sample_36,1.620038904167212,-0.17264015247375575,-0.7410328782290545,-1.205782547244687,-0.9229932470604748
sample_37,-0.6660978482435504,-0.23500135778401662,-0.7157618967548759,-1.2074584801299397,-0.9342359079401432
sample_38,0.6598014000882306,-0.2582819242576164,-0.7059386925544506,-1.2289823124831503,-0.9326969782697252
sample_39,-1.017616944466588,-0.419420561832682,-0.6194781704678873,-1.2081070713201985,-0.9535951525766482
sample_40,1.4117249968543117,-0.247791809465634,-0.6429298801674228,-1.213211640196131,-0.9278725763445839
sample_41,-0.26806444311482497,-0.4118290547281145,-0.5657719254053963,-1.2093823730957651,-0.9432107380770707
sample_42,0.37262108257005827,-0.5809154986024724,-0.5562593871923783,-1.2233932080499,-0.9616929790345019
sample_43,-0.8586609928765216,-0.5199244637871587,-0.5213989863231491,-1.186422957771879,-0.9796635770501393
sample_44,0.1047172363873807,-0.5805268874528248,-0.500606850829833,-1.190021989202253,-0.9746630860386883
sample_45,-0.0027957943692087303,-0.41973629177378463,-0.5174428312420889,-1.1535726500109929,-0.9834685463273158
sample_46,-1.869126800135759,-0.7814569658210039,-0.36435808654442103,-1.161833932920862,-0.9848509486728108
sample_47,-0.7825372850221043,-0.860027818995801,-0.31030109307688764,-1.1233142375796092,-0.9895827377776772
sample_48,0.5656470136025538,-0.6703701309308904,-0.32975014003745595,-1.1465198900568676,-0.9923464188632474
sample_49,0.04240492828388989,-0.8268658809016532,-0.21969741999796047,-1.118541262285893,-1.0133845078126533
sample_50,1.3899688464810758,-0.7483747516877646,-0.16748959964464194,-1.1127712124319893,-1.0063035305600123
sample_51,0.4875783801148396,-0.9994733106173144,-0.11388030841412027,-1.0841388632132585,-1.0366191822294475
sample_52,1.5282040723137265,-0.9740539993633233,-0.17087037479740125,-1.0980061739556894,-1.006330231216907
sample_53,-1.369785798922107,-1.074315810010875,-0.05610561109960347,-1.0556412343607247,-1.0099348283527474
sample_54,0.8180835313257148,-0.9282089047931995,-0.05128813744728776,-1.061920742786256,-1.0346329728802313
sample_55,-2.057721606848171,-1.0919203388381884,0.011653750353141201,-1.0537316400563617,-1.0367664332760231
sample_56,0.2942323982760888,-0.9821173949699751,0.013155287216764965,-1.0681568372879158,-1.053765082590265
sample_57,-0.06627007256077616,-1.0317897177989723,0.06325786241836544,-0.9975459731851678,-1.034816617648835
