,PC1,PC2,2,3,4
sample_0,-0.041183091392429094,-0.7552485453288328,-0.012917253304208278,1.0428275122765833,-0.02599102237968012
sample_1,-0.022920674753648267,-0.8023478760329411,-0.010150064595841155,0.8776776202952985,-0.02112313580785122
sample_2,-0.07380502307160275,-3.5103565076013608,-0.0546684132657649,3.6292746343676026,-0.011162172870382283
sample_3,-0.00032766600717995986,-0.6799494627655797,-0.007052845472187541,1.9683766195521577,-0.026064852988003366
sample_4,0.011560288027042745,-3.0945131400084307,-0.025825650367159277,3.010043966566575,-0.02802690929267647
sample_5,-0.07609275892721112,0.8942545481940772,-0.02492620777091653,2.9265163584894336,-0.013921878972025481
sample_6,-0.0639199374884393,-0.2806803186715221,-0.025949942650329377,2.6587235586536004,-0.0162514576980238
sample_7,0.016235743713192648,-1.3445060440552516,-0.013236837252914566,2.3156258259881195,-0.031454165133544196
sample_8,-0.026814386738391004,-0.9939918114621406,-0.013218799879424642,1.3069161269949623,-0.027812565280320237
sample_9,-0.010042270411974261,-0.4507059568352268,-0.004048621886457909,0.47538278304737086,-0.01869180888839895
sample_10,-0.04349309436917509,0.26195092492024685,-0.01687811877421483,2.2868593639608714,-0.017518153558067837
sample_11,-0.05364648367476217,-1.1047626050117456,-0.019964545133483797,1.643229789343792,-0.015980151853334276
sample_12,-0.012717373710054505,-0.12257277332292683,-0.006735452509904428,1.0258784869867246,-0.021954256891461996
sample_13,-0.021822990841536917,-1.4136914772054454,-0.018114642664595886,1.6367032983396912,-0.022822277886272543
sample_14,-0.03435892223708209,-6.444324009096968,-0.05229312264894693,3.495449704007408,-0.007560230452746427
sample_15,-0.006057677086478516,0.843198486578919,-0.01051640030337626,1.7071289122277162,-0.029983347266752006
sample_16,0.007168322437229775,0.14877420358620297,0.0006652036659526238,1.5873461572202365,-0.03317868172950432
sample_17,-0.11268031304295159,-0.43678952583484415,-0.03605343092239179,3.827719258679697,-0.007307993821543554
sample_18,-0.039494586219209364,-0.852644524829804,-0.012103562924521003,1.463601311102886,-0.03190054407303076
sample_19,-0.06950634249443215,-1.9393353363669958,-0.028586239255221958,2.823903078417415,-0.0058829713934417105
sample_20,-0.07817508684243198,-0.2924259133076456,-0.02409639931230462,2.7560120341135175,-0.0074889494087623625
sample_21,0.021420998098994806,-0.2836434491988446,0.004241986211989558,0.8288115487187736,-0.028035480851965007
sample_22,-0.008301949980875311,-0.28037027155803995,-0.00434383496622507,0.5411504931361295,-0.017604087276882674
sample_23,-0.015449488022122012,-0.12619956474519559,-0.006137196693304532,1.1356264231154596,-0.027502199695386927
sample_24,-0.007823607864877387,-0.016084359771005145,-0.001815895129200872,0.23324195997900019,-0.008797652175640668
sample_25,0.01693798916611703,-0.21644964246693457,0.0025492970340445526,0.7082267672911581,-0.024911195118591457
sample_26,-0.058103135589540236,1.2027720974757725,-0.01961528152876151,2.9840848348454383,-0.02740222743449023
sample_27,-0.001773991653227352,-0.03362665924623244,2.85943192112548e-05,0.10502326720052373,-0.004971861653782153
sample_28,-0.032574519359701445,-0.5087649596533815,-0.010404423727417934,1.0959527229194888,-0.026265746312052845
sample_29,-0.023698426799852727,-0.9742599596927146,-0.013626355872435224,0.9967991803115956,-0.01783999843658697
sample_30,-0.01879089087039846,-0.4670088836527404,-0.007007278178455782,0.7472198218360405,-0.02066527827104405
sample_31,-0.024888272076218576,-1.0084706751597081,-0.012009778443530949,1.0823498585170408,-0.019199895328763202
sample_32,-0.0008956378495838543,-0.03002040887137762,-0.0003690021245940656,0.026527965791597417,-0.0012182355374910636
sample_33,-0.020458223350926442,-0.012675339291112338,-0.005462008218864161,0.5771875014380726,-0.016988452380736194
sample_34,-0.00048283170769571624,-1.5671315078841015,-0.011917278702857144,1.2062835161454988,-0.02943966861432607
sample_35,-0.004832185014785117,-0.19931090065764823,-0.000954400936450343,0.409737441827702,-0.017187096393925863
sample_36,-0.014972214849030887,0.25993640027283804,-0.002537133899027924,0.4586198223003833,-0.015847211588111875
sample_37,-0.0018141099086311674,0.07283820348592195,0.0008180492103951162,0.7431876088657609,-0.01822481963359317
sample_38,-0.005624134770738079,-0.4823371286942766,-0.003252746388287863,0.3435643821028445,-0.0136686533620574
sample_39,-0.015335245666061544,-0.4804756937914086,-0.005759139069282694,0.6338415687634744,-0.02105109604222269
sample_40,-0.013724461830213345,0.23876319583102942,-0.003481392007542636,0.5654139399365993,-0.013492637571839385
sample_41,0.0016965579447019933,0.09581242894987937,0.004417002426212723,0.258825214236815,-0.014335360981256968
sample_42,0.06253886698934112,-0.3913112138142867,-0.03954206186628877,2.9867397620081655,-0.0481497032796063
sample_43,-0.011647100818395721,-0.4967751620465507,-0.007084503856079165,2.0368712432812446,-0.02396004094207608
sample_44,-0.008317025112010823,0.6976815819952037,-0.0013063670715859504,0.5625704791517301,-0.016395268930107676
sample_45,-0.13106248402827156,4.4045186820512745,-0.01655496334355781,2.5557923243330323,-0.02469929420832822
sample_46,-0.03857587681459247,8.824230830217441,-0.007224389063280893,5.765147739845248,-0.05664859683553775
