,PC1,PC2
sample_0,-358.4926730557077,322.9393769583295
sample_1,-344.3522477653819,304.5715597517144
sample_2,-347.30630532610104,301.2970960362911
sample_3,-369.89314191700043,316.26510423926965
sample_4,-342.42658847569624,290.08524176389875
sample_5,-368.00559916989096,309.7228345464619
sample_6,-310.25714248943933,257.10682096849627
sample_7,-343.25873949353684,292.69185343980826
sample_8,-322.8039000015338,257.28816948979244
sample_9,-331.63137278374023,271.0396535892749
sample_10,-344.48966652595533,278.84152649780333
sample_11,-312.48324225177817,249.1541432365546
sample_12,-314.2193871789766,246.45199318566847
sample_13,-325.7496280133981,255.64867595765378
sample_14,-322.04602095091093,247.2418815225237
sample_15,-335.1341433769353,252.31950629632627
sample_16,-367.8293851676408,277.99607737540896
sample_17,-327.63504064479025,236.10279465619112
sample_18,-358.48849610318126,262.9006197572564
sample_19,-321.0477368664494,231.83521345329183
sample_20,-353.8724541626317,248.30478985462085
sample_21,-315.0285745192939,210.16150557492685
sample_22,-331.9738984162592,221.39246466516468
sample_23,-345.27893239309867,228.73507701642887
sample_24,-328.6619726825189,207.5594768384813
sample_25,-321.37464570055675,201.44920843816251
sample_26,-348.6816781649243,224.9365257636617
sample_27,-335.877768684199,198.4849441116809
sample_28,-323.3710854033166,189.54626511168
sample_29,-297.75433821995944,163.70008208819652
sample_30,-296.42449584068504,165.56551493557566
sample_31,-290.1718782216801,152.7849208152031
sample_32,-313.73056647263,160.83248093357528
sample_33,-309.1923541468286,148.03799777630388
sample_34,-343.1484796913194,172.626042069219
sample_35,-294.8332804827105,132.8318225387666
sample_36,-296.6908032713042,132.2883691258472
sample_37,-301.56879858038803,127.61716297248947
sample_38,-311.56768821109796,116.51783495419927
sample_39,-316.7989345914717,118.12392493443603
sample_40,-299.11028317608753,94.03895063606056
sample_41,-283.23033697277157,88.94017815132932
sample_42,-300.94242687017845,78.74151242919017
sample_43,-302.0262892831155,82.76986746341512
sample_44,-271.18068246671885,53.20614313640256
sample_45,-273.9370136373764,49.11859973192599
sample_46,-266.6459487220242,53.2196537318904
sample_47,-260.5689791245072,35.396769354652925
sample_48,-259.4535496824677,18.64596147006209
sample_49,-273.7054425581866,6.529872812885542
sample_50,-247.9166627428619,6.8841373736347755
sample_51,-261.1024236601948,0.8475829116499438
sample_52,-244.11171091324218,-14.381184254610698
sample_53,-258.8656065679652,-15.132107798649747
sample_54,-254.23176983074103,-23.28852778517901
sample_55,-250.58039829489428,-40.5384201176785
sample_56,-240.32615657756372,-57.74823081765844
sample_57,-241.09707149516998,-61.227143264618896
sample_58,-219.6088745517345,-68.87575402898378
sample_59,-224.5930050609356,-82.88439829355598
sample_60,-227.49929919101427,-100.07751529343498
sample_61,-207.17507722024078,-92.57289953369911
sample_62,-218.25532542577517,-111.20851959653372
sample_63,-216.68001143285522,-125.43691843046008
sample_64,-192.6308992150551,-124.52561512017787
sample_65,-203.3579115298672,-158.39969482160353
sample_66,-188.8424683602274,-148.87407023121096
sample_67,-180.3365078221998,-157.38089772200087
sample_68,-199.73819571416362,-180.83283120750107
sample_69,-173.3106755324335,-178.0864112470261
sample_70,-155.58835707721798,-171.31248594242757
sample_71,-166.95770868896597,-200.05286855534294
sample_72,-150.76044058690084,-188.81489993492522
sample_73,-163.21928598840495,-239.20008711269034
sample_74,-151.13878544897008,-214.7753501573714
sample_75,-135.64727224101316,-214.3636437637714
sample_76,-128.98343393114206,-218.6639833508452
sample_77,-131.89223323826167,-241.92297958687973
sample_78,-121.0678274157777,-232.25582559884046
sample_79,-109.09335601102461,-227.4042093448435
sample_80,-108.09073981232473,-255.34258603845709
sample_81,-97.13249726623705,-249.7113646230648
sample_82,-101.71968166628068,-264.96509546327485
sample_83,-91.18087384445383,-256.93112327617433
sample_84,-92.81100971969832,-268.80617472809547
sample_85,-84.16622453671509,-270.00739133184396
sample_86,-82.4660708081987,-295.9915648857664
sample_87,-84.95542330367503,-312.6624576962166
sample_88,-67.93063887055982,-296.1012064943919
sample_89,-62.43359138937715,-305.5043594641027
sample_90,-53.65825554429799,-297.782552359483
