,PC1,PC2,2,3,4
sample_0,-1.5562803088426571,1.4039737715557312,-1.2191284541921312,-1.1404898651462274,0.7765232452359512
sample_1,-1.6209129036821228,1.409435398906456,-1.1982244123284713,-1.1085270679028043,0.7562863260479853
sample_2,-1.616287962888767,1.487666303410376,-1.3103867189077405,-1.2375898947658373,0.842654625983464
sample_3,-1.4746704315235366,1.3500576648909728,-1.187488731991845,-1.1190045984818378,0.7670410281817094
sample_4,-1.516652905082575,1.3584204928583885,-1.1857895086485148,-1.1126055478049577,0.7715501946773958
sample_5,-1.4147110339206113,1.3739715786395466,-1.247959719900819,-1.203312344701936,0.8173162664759119
sample_6,-1.429579477360361,1.3802263037852698,-1.254456903215232,-1.2139785795053768,0.8221419019805078
sample_7,-1.3099717082419768,1.3417148581506115,-1.2639030148944048,-1.2494292371700075,0.8467374013732455
sample_8,-1.248063469982603,1.2777729539631557,-1.203166059540176,-1.1885890352395523,0.8124318692630729
sample_9,-1.2611591147021548,1.2797461149319618,-1.212318893212278,-1.207000612969153,0.8244311305816988
sample_10,-1.1891856435126245,1.2536450870052338,-1.2222459624803617,-1.2390341317124685,0.8478795441074665
sample_11,-1.1003068270078267,1.1794414720868704,-1.149572314355444,-1.15554010658655,0.802345871010746
sample_12,-1.075522717800244,1.187028150214015,-1.1754507866118047,-1.1966207265966993,0.8247281954891826
sample_13,-1.1140793524109653,1.182969993231257,-1.1644178989946767,-1.1865435405564664,0.8211241624437369
sample_14,-1.0623168676393386,1.1600452717760859,-1.150881538954004,-1.1739536526629633,0.8115543860101946
sample_15,-1.0078116882723265,1.1822741810492674,-1.2159662692835982,-1.264231787879806,0.8747301127375202
sample_16,-0.8495982409883497,1.0900368088942824,-1.1712508896266438,-1.2470273850040279,0.8665290887743561
sample_17,-0.727350997148195,1.0223777634195952,-1.138568028785928,-1.236859790757789,0.8577234058910116
sample_18,-0.7778400832306178,1.1055001033306848,-1.2432081894853704,-1.3626871021610654,0.9435861490864134
sample_19,-0.5063899877148337,0.8438364423464615,-1.0228408976433043,-1.1552200326674291,0.829411166453946
sample_20,-0.5710276562721293,0.938707491206005,-1.1237883261266408,-1.2650817614732988,0.8904870655594899
sample_21,-0.642131636368346,0.9875757488698622,-1.1649390705284286,-1.3072943487575175,0.9157068513669971
sample_22,-0.4692910765511869,0.8754069303979993,-1.1075264550077315,-1.2810868163829718,0.9098260156697147
sample_23,-0.3444843994799534,0.8523549805821247,-1.1378919266780676,-1.3376123086145202,0.9528945770481195
sample_24,-0.2754588890263,0.7920803317149403,-1.1127482076294326,-1.3413801058979264,0.9533714251758768
sample_25,-0.3311462040910743,0.834689125177047,-1.1211585306923182,-1.3289328991184732,0.9417840179118944
sample_26,-0.19079121000737548,0.7321477466424222,-1.0844165663411618,-1.3438284397209221,0.9609639063152662
sample_27,-0.03275740347214685,0.610583515365003,-1.0199008838498305,-1.3179369124903113,0.9612036222577364
sample_28,-0.04746797060503545,0.6008700597351788,-0.993733161254921,-1.283883730262549,0.9375073756757001
sample_29,0.19019111024540705,0.45080219659909343,-0.9310611700275139,-1.2699642965351814,0.941353127855536
