,PC1,PC2
sample_0,-31.78871112244126,27.521463468812023
sample_1,-33.093091030281904,27.730422381565358
sample_2,-30.868812561088387,26.43627146624346
sample_3,-34.70390991680752,28.91198696105651
sample_4,-32.13214709083273,26.365033868240737
sample_5,-34.04840268943812,27.90293526824892
sample_6,-32.58735704789614,26.12077906291965
sample_7,-31.55052608877362,24.198228292248483
sample_8,-31.747115383884946,24.234273357498985
sample_9,-32.015138410120635,24.288644683372983
sample_10,-31.574728699913646,23.012131010762907
sample_11,-35.00120156441916,25.580431227283988
sample_12,-32.930075987925015,23.215313343483285
sample_13,-33.55843776179173,24.210575045726305
sample_14,-31.232939768368862,21.43103945527411
sample_15,-32.37212297276007,22.842655117673527
sample_16,-33.57015176576034,22.923774541968616
sample_17,-33.587236968963055,23.907191424190508
sample_18,-30.775515621683624,20.44497191843085
sample_19,-32.90120093637006,20.586051010380363
sample_20,-32.27970134927427,20.202861324715524
sample_21,-30.169308506866045,18.527694847259006
sample_22,-33.6487864156224,20.821685273013827
sample_23,-30.288927348431937,16.366239372780676
sample_24,-31.896577554282384,18.455826135551444
sample_25,-29.41372086476992,17.084626995597546
sample_26,-30.089405513045136,17.029548589896244
sample_27,-31.291554798177394,18.227531722796233
sample_28,-31.645501927610898,16.277660563924478
sample_29,-32.97977570278202,18.363440423812857
sample_30,-30.65257738126843,15.187055159431667
sample_31,-29.74253073982388,13.92560297190781
sample_32,-29.491394446560435,12.723306140077094
sample_33,-27.634210350396646,11.82979233353979
sample_34,-30.098998024467758,13.221849969458454
sample_35,-28.03443698944443,11.216480359494144
sample_36,-31.63473094417005,12.839136211898365
sample_37,-29.041968228850163,9.343073194174286
sample_38,-29.246152180167435,8.246829463479811
sample_39,-29.140288818595067,8.25093643837764
sample_40,-27.78175726898161,9.649290985487678
sample_41,-28.02993566391127,6.512442090858259
sample_42,-27.27455305730134,4.525290721686852
sample_43,-26.528457662001237,5.898670020189309
sample_44,-26.272741493578728,3.738393535575872
sample_45,-26.618591182783923,3.7952895008277814
sample_46,-27.0397441310959,3.6886048718265414
sample_47,-22.266252386420593,1.5498243300181895
sample_48,-26.53461447241082,1.4757933888763854
sample_49,-22.607224991609286,-0.48032285253408685
sample_50,-24.189844131886577,-1.205658827709453
sample_51,-24.22854305845056,-1.7088929216485458
sample_52,-23.661963990841937,-1.0908993133088845
sample_53,-22.565556706221226,-4.09530349884138
sample_54,-23.396067405326676,-2.155212518736652
sample_55,-22.290160974148144,-2.959648715533591
sample_56,-23.482065878644008,-4.801084042007546
sample_57,-22.510615096218114,-6.347052989781235
sample_58,-20.841177822188186,-6.872925543146872
sample_59,-23.32071804543015,-9.80430375848707
sample_60,-20.311935295366027,-9.260294440695064
sample_61,-22.083641234176696,-8.008740209336045
sample_62,-19.63736932244118,-11.04994436408643
sample_63,-21.15223294678692,-11.337404832264417
sample_64,-19.27622720922654,-9.003509806706253
sample_65,-18.464899195589762,-13.681522911003524
sample_66,-15.472651307952301,-11.55678541731496
sample_67,-19.479395855602117,-15.292904866415812
sample_68,-18.590812640999186,-16.870069423677375
sample_69,-16.042137294635054,-14.603602499122141
sample_70,-17.316351305614013,-16.334373840776173
sample_71,-17.445436460009205,-17.137056810723777
sample_72,-14.630979595548842,-17.48517342398031
sample_73,-13.315259748089515,-18.212644757951725
sample_74,-15.019114571702794,-21.58780753694495
sample_75,-12.959937349231787,-18.939188404807666
sample_76,-12.332818383879715,-18.96081806765574
sample_77,-13.437419486030386,-20.25554217093408
sample_78,-11.266668013929786,-19.163222629031882
sample_79,-12.07674177671506,-22.83085550510962
sample_80,-11.800564553254286,-24.980312430238843
sample_81,-9.665551737126966,-23.113479923824727
sample_82,-11.282244305233034,-26.936951886689105
sample_83,-9.269467502515113,-23.13490886669572
sample_84,-8.178927715638402,-25.013601333026703
sample_85,-8.388789910979513,-22.984301487127567
sample_86,-8.17475602505479,-26.44943066854344
sample_87,-6.9163762221911265,-24.275042556024314
sample_88,-5.974135120210938,-24.02746292568639
sample_89,-5.637258782877357,-25.124611553748576
sample_90,-4.12352104691795,-25.035874441438448
sample_91,-5.344991380047168,-24.63317790927805
sample_92,-4.631524661393853,-26.200660030790235
sample_93,-4.096676546517221,-24.923537061311876
sample_94,-3.5369949228247646,-27.60417006715362
sample_95,-2.530545362517436,-29.07429079048989
sample_96,-0.8270193760539004,-28.571645683401716
sample_97,-1.0682992955942177,-23.334418981192645
sample_98,-1.4993552406495094,-27.988456802312065
sample_99,0.6078860013821646,-28.957963236683522
sample_100,0.9749365203174419,-27.11740617620304
sample_101,0.4448840797352903,-26.040164668673448
sample_102,1.8040174227795638,-24.48220569062352
sample_103,2.6583617113738245,-26.727100152469905
sample_104,3.299020182396176,-26.75070988875417
sample_105,4.094362005836648,-25.0230367710003
sample_106,3.943631305236303,-24.43931187571254
sample_107,5.462786953567496,-24.035789196661785
sample_108,5.125140346858083,-26.593251150768904
sample_109,6.072209084511135,-25.072577396539284
sample_110,5.707349839199254,-24.884730470365348
sample_111,6.279809946349558,-20.693542023801957
sample_112,7.92710076788975,-22.274952872960405
sample_113,7.857518790972647,-22.61092560079454
sample_114,9.025035868541108,-26.022525333293046
sample_115,9.859246608961206,-23.384915648067714
sample_116,10.28094808940507,-23.180053869539506
sample_117,11.043573358991818,-21.32050250984054
sample_118,10.451410579761362,-20.631248721344114
sample_119,11.508225824008207,-23.558050023675808
sample_120,11.60316385665213,-19.854853012139817
sample_121,12.634106963284175,-21.267564697810073
sample_122,15.6353195964307,-22.149832097430867
sample_123,13.671293973849028,-17.523789204040394
sample_124,14.197981192250781,-16.163866629077013
sample_125,15.342780262594873,-17.709613715122074
sample_126,16.61105846752081,-19.46419163725748
sample_127,15.797428090137648,-16.64907872262605
sample_128,15.108539209426993,-15.099741361194887
sample_129,15.498570211751717,-13.085461811325981
sample_130,16.85957547880658,-13.452298160652438
sample_131,16.529626188793877,-14.157640032928917
sample_132,17.738698716728862,-11.997565249632254
sample_133,18.99494330049335,-12.319468379773639
sample_134,19.28218472967168,-11.077688125699586
sample_135,19.944976997467755,-12.862968460547762
sample_136,17.931302161117078,-9.682801550618422
