,PC1,PC2
sample_0,10.613222620870866,-3.1612702105231927
sample_1,7.92475495658782,-3.89931740167364
sample_2,5.680196166816827,3.6607869449386943
sample_3,11.399751442972294,-0.9634303496935106
sample_4,12.010151494593929,-0.4059309893619735
sample_5,9.71055720277611,1.7643354495632262
sample_6,13.761014388696136,3.7678696327209935
sample_7,16.298030501821945,-3.9093405566413146
sample_8,16.91238575788845,-0.2620151849116155
sample_9,17.912325506053026,-1.8600484059410798
sample_10,21.61535627108398,-0.08116060774759228
sample_11,25.889694506453832,-0.43596843407979885
sample_12,24.823396156040655,3.7972622603543944
sample_13,29.26020060669974,3.9055460582033414
sample_14,34.64669021803643,-9.004048531826745
sample_15,29.763872727861443,4.422895001784202
sample_16,31.118089450301994,-2.4438678326535834
sample_17,31.992301394152836,0.4149575434194132
sample_18,33.371973203426464,-1.2779232360129145
sample_19,35.71410807368289,1.3176279280106247
sample_20,37.28836126119977,-2.671933594225036
sample_21,42.29746090618773,-6.405947238349899
sample_22,40.0108233934579,1.8035201980931657
sample_23,43.002295584322056,-9.097795490750094
sample_24,42.16437570183951,-4.517100040621858
sample_25,38.35906801105416,-2.85194787089586
sample_26,44.86547013461863,-6.075157214226583
sample_27,43.61952584992014,-2.408486850027123
sample_28,45.56237628430588,1.103848610846319
sample_29,44.38849867527417,-9.269042552878716
sample_30,46.91814885653168,5.42768204492723
sample_31,44.06628280426803,-0.6233379533964134
sample_32,47.96206135972761,-2.019074160229441
sample_33,46.17694419359735,2.672219730639336
sample_34,46.03472145131827,0.7051071619750824
sample_35,47.62409073031796,-5.161200021089719
sample_36,47.74706613986499,-2.1960236642812347
sample_37,47.36382326060964,3.7099597197227525
sample_38,49.9240486563495,-4.37838864795872
sample_39,52.078275990013374,126.97547431456769
sample_40,48.41622154108811,5.1564312747560885
sample_41,48.221177481242705,7.617102645900992
sample_42,49.503840360206446,9.603767359622086
sample_43,47.44119415060174,-3.1962886894062463
sample_44,47.88899671982921,0.7342020054261802
sample_45,49.853243363224884,3.4328112067641308
sample_46,49.974288485379994,8.277049916920625
sample_47,50.39284472143242,-4.306888086880757
sample_48,52.267524751645446,-21.831045458870065
sample_49,53.146511506421824,3.998291372752564
sample_50,50.264340414679204,1.9185893644479601
sample_51,52.109437582685224,-59.10061068299402
sample_52,49.16099647624005,-0.3908263863555896
sample_53,50.45160824495108,2.1400438859510427
sample_54,50.02494762780609,-5.044256839079728
sample_55,50.98664894801525,-1.8301885572627012
sample_56,53.06161940452262,-13.842440428124933
sample_57,54.69334677260736,-0.432030392846563
sample_58,50.151520632651895,0.15837348597530082
sample_59,55.342784350975045,-23.597979510813484
sample_60,46.682199137346906,2.475648729690837
sample_61,49.06942051942597,7.374003713147616
sample_62,53.01914862874643,-5.135857387568204
sample_63,51.13382649606959,5.44783312120474
sample_64,50.13756305104448,1.5617349205099482
sample_65,47.961876929466605,-1.035946867831024
sample_66,52.870031636045276,-8.841845503571271
sample_67,48.36315842413139,5.824128345167213
sample_68,46.84067311581633,0.7456080434480666
sample_69,48.353622052897045,-5.132593911038294
sample_70,43.891447571512636,-3.315496157268233
sample_71,47.11644751464162,-3.741018543120747
sample_72,49.05890338406431,-4.115920711539987
sample_73,48.326335079231434,-2.732996452119293
sample_74,44.74144949444287,-2.9754031951161335
sample_75,46.81504330888183,-1.3148677133888855
sample_76,45.558953311025434,3.418755620031267
sample_77,48.88104240039711,-9.243545212964317
sample_78,44.87860427859256,16.4213760615985
sample_79,43.40672695227847,1.0984186952979005
sample_80,41.57328294233178,1.6386477935374315
sample_81,43.45212800075989,-0.5682486544465035
sample_82,42.62304211376357,3.5699397701492668
sample_83,41.23203297113435,-0.17264582693020425
sample_84,43.424153437896045,-2.936676794641869
sample_85,42.48702250026459,0.039202799237930526
sample_86,42.37928444494338,7.365891210561778
sample_87,39.615879203312055,2.5850829041745143
sample_88,41.857773318993985,-1.3366086563645407
sample_89,36.09653373323654,4.849234498538823
sample_90,7.01580202621958,0.8703072292565206
sample_91,3.726140164630098,0.03076021738518672
sample_92,3.826313363495492,3.210863091189831
sample_93,-2.413520423574097,-2.1144728375942594
sample_94,-6.768409445882663,-1.6286547103700897
sample_95,-8.510173297726492,-0.07210118361346454
sample_96,-8.761813699902621,-3.9879454190375343
sample_97,-9.816140710372196,-1.8476621960390727
sample_98,-16.012380080409113,1.305740593987539
sample_99,-16.745157634615307,0.155541162909421
sample_100,-20.912213385764964,-2.3903654426098098
sample_101,-25.548799374420042,0.12690531305595143
sample_102,-25.682946805712643,0.9478820392838034
sample_103,-26.300087500956895,0.8959954971620417
sample_104,-26.017525026841472,-1.5879155690102844
sample_105,-27.866108970048845,-0.688543267330085
sample_106,-31.15830151542566,-2.1944011851361904
sample_107,-34.36716523749301,6.467321479169309
sample_108,-33.49429921359687,-1.3760114858582861
sample_109,-34.09716874211326,-0.10891217501767718
sample_110,-33.864378111957244,-1.6867219000323708
sample_111,-36.359704296589925,-2.195922984428132
sample_112,-35.29278848231409,1.3824533799369472
sample_113,-36.92531233898639,-0.7342112308243285
sample_114,-40.5077176086869,-2.6714388235744746
sample_115,-37.70098278293126,-1.749110611443837
sample_116,-34.96187031487562,0.3368507519943292
sample_117,-40.377036966328184,0.09095649111870474
sample_118,-38.268710011427274,-1.0695336830354754
sample_119,-38.111995917357525,-0.13641252609342158
sample_120,-37.768354309990436,0.1694679191517691
sample_121,-39.753575299364954,-0.17874536256442713
sample_122,-40.04246829378482,2.521923808287749
sample_123,-36.389986536875085,2.2817859424847926
