,PC1,PC2
sample_0,0.2606308845766365,-1.0852326494918696
sample_1,0.33182758450164046,-0.9877430517238799
sample_2,0.34027534422734834,-1.0601365888047014
sample_3,0.4030887431728154,-1.029936783887112
sample_4,0.5167108913505535,-1.028833280709784
sample_5,0.5880297815155399,-1.0338493322918008
sample_6,0.490474203273949,-1.052358028459023
sample_7,0.5959922018720144,-1.0214301473988852
sample_8,0.6730047352047241,-1.0007030195880342
sample_9,0.7325214804788471,-0.9724538052090662
sample_10,0.7143468763673281,-1.042698577405386
sample_11,0.8087900618370832,-0.8682259198532534
sample_12,0.884112876490565,-0.981464098089394
sample_13,0.9066086279948377,-0.9557129002139567
sample_14,1.0006940593372886,-0.8580768835726731
sample_15,1.0070412607738173,-0.8249690866369629
sample_16,1.000119435991962,-0.9663350867231044
sample_17,0.9789680212197733,-0.9631318298396384
sample_18,1.0639497670278888,-0.9615896439896001
sample_19,1.1226168831900016,-0.8696218394410759
sample_20,1.1212507719716627,-0.938672722361182
sample_21,1.222402377465794,-0.9025769960519943
sample_22,1.2203237567970466,-0.8429530603432068
sample_23,1.1248700448762075,-0.9542289603882321
sample_24,1.1856593981859098,-0.8524324355143799
sample_25,1.2430441502306182,-0.8961596302200839
sample_26,1.2719717397092716,-0.8558465821963229
sample_27,1.2736884340408607,-0.8860635894390695
sample_28,1.2830878721716907,-0.8691308602797236
sample_29,1.2324794350380075,-0.876527036405119
sample_30,1.3557880548651535,-0.8847467677931181
sample_31,1.279937808857101,-0.9041436872164345
sample_32,1.2815877467022485,-0.8267138743249376
sample_33,1.3276100174714174,-0.8799087317215757
sample_34,1.2792392745053256,-0.8958126347734557
sample_35,1.3087342374688196,-0.9285132646659271
sample_36,1.3333841509645339,-0.9026464061965275
sample_37,1.2670278872755312,-0.9019746845168334
sample_38,1.3078276202605346,-0.863261562474368
sample_39,1.4037813640488186,-0.8187198679569463
sample_40,1.3093806537411607,-0.824516764238315
sample_41,1.2810256112658902,-0.856005473107694
sample_42,1.2233680233334847,-0.9589592147409569
sample_43,1.3536214889595364,-0.900929274671594
sample_44,1.3111439659146926,-0.8714864694122626
sample_45,1.3596351752829563,-0.9378190890037694
sample_46,1.359627399849609,-0.8481495126066364
sample_47,1.349308167039669,-0.8171572193640769
sample_48,1.3888144384339212,-0.7559107904914457
sample_49,1.3736648857158684,-0.8319854257901194
sample_50,1.3956439014213007,-0.8567077703509113
sample_51,1.2922748282169716,-0.8788959980143025
sample_52,1.3595679983939857,-0.9750680130864597
sample_53,1.4096498801253832,-0.7118142232812258
sample_54,1.3701838860225595,-0.8587057255917547
sample_55,1.3160259960413114,-0.8260490858998625
sample_56,1.3564873655364338,-0.8218381567545647
sample_57,1.327318412533774,-0.8586090153528665
sample_58,1.3437040478156046,-0.8831170265905065
sample_59,1.3245300907872113,-0.8905100941977242
sample_60,1.447834097234552,-0.8091779936543454
sample_61,1.2483376631342171,-0.8033038601415345
sample_62,1.3083895682845161,-0.9370398971525192
sample_63,1.2725708452113988,-0.9063247266287465
sample_64,1.3716311274361028,-0.8652989794472482
sample_65,1.342036925597477,-0.7894974320965306
sample_66,1.277321341401229,-0.8904413197847333
sample_67,1.2802592829472188,-0.9045877903826983
sample_68,1.294363175725075,-0.910145873709977
sample_69,1.3392493328547432,-0.8014916438686879
sample_70,1.2874150126011839,-0.8196533274395814
sample_71,1.2687552423599988,-0.8293419243977692
sample_72,1.2272476310381282,-0.8556927321373976
sample_73,1.275474562960704,-0.9220862197349835
sample_74,1.2565216158652117,-0.8470178672593502
sample_75,1.1811253602467133,-0.766678686128772
sample_76,1.2230025307213708,-0.8498694393332186
sample_77,1.1661440069239222,-0.9338321403897802
sample_78,1.212369501996592,-0.8791504179807687
sample_79,1.1348022836984382,-0.9147900928102133
sample_80,1.0288902128841229,-0.9395883179882047
sample_81,1.1434327061269443,-0.8643726799904797
sample_82,1.0478527652456286,-0.8805895428663919
sample_83,0.9362809467320992,-0.8755020809178786
sample_84,0.8500305652224563,-0.9604229784836815
sample_85,0.9728214714630419,-0.8863378497202287
sample_86,0.8489262177583788,-0.9583444151138527
sample_87,0.7423936655463544,-0.9472134334747573
sample_88,0.8440050165177776,-0.9667951303304293
sample_89,0.7409763580609072,-0.9174298141391894
sample_90,0.7035012894229906,-1.000272708654752
sample_91,0.6400761944369102,-1.0599748949334582
sample_92,0.6109388580644876,-0.9482241592726419
sample_93,0.5012224385619174,-1.0281116824166803
sample_94,0.47293051040541345,-0.9973950367960444
sample_95,0.5000729611004744,-1.0794028408889003
sample_96,0.3571605691619749,-1.0295401445344692
sample_97,0.4032603090583939,-1.0246317106865135
sample_98,0.3549601603334719,-1.0694040812679093
sample_99,0.2938126275276411,-1.0932291725480314
sample_100,-0.6065798706779474,-1.0946565280920875
sample_101,-0.7169226305939335,-1.1019541636820456
sample_102,-0.7810761874242604,-1.0419534416862442
sample_103,-0.7204940666671631,-1.1463636415728256
sample_104,-0.652764273839625,-1.1210693902539846
sample_105,-0.7821317201825503,-1.1158914413831615
sample_106,-0.7185763027999249,-0.9762077071375403
sample_107,-0.7199375005473557,-1.0896092685340257
sample_108,-0.6903923565675681,-1.1177039839947207
sample_109,-0.765436208740683,-1.1490544548635813
sample_110,-0.6988482110607996,-1.1160236194511155
sample_111,-0.8814525238004356,-1.1070386599435527
sample_112,-0.7491092794369628,-1.1440481709221901
sample_113,-0.7998138248515172,-1.0741482015362176
sample_114,-0.8751729804932741,-1.041144655802024
sample_115,-0.8331243274336048,-1.081455771886734
sample_116,-0.8699037316081233,-1.0954814567697506
sample_117,-0.8810469555825473,-1.0984975980879736
sample_118,-0.8220302884431947,-1.051140045917299
sample_119,-0.9255978199445261,-1.0244551129905277
sample_120,-0.8017162370878378,-1.0720125388847108
sample_121,-0.9384033816058005,-1.0278671784456153
sample_122,-0.8748868897400324,-1.0795813527059104
sample_123,-0.8477181702139844,-1.0797774529520119
sample_124,-0.8755406075083355,-1.0521175381762127
sample_125,-0.9307959685297036,-1.118596288891085
sample_126,-0.9841076998874531,-1.0630801708702564
sample_127,-0.9858002807513572,-1.0655413433095968
sample_128,-0.9806106645569452,-1.0176760355011831
sample_129,-0.8689838514214063,-1.1114557367174644
sample_130,-0.9274985423284866,-1.0093397465384248
sample_131,-0.9420033334962867,-1.1100565828406828
sample_132,-0.907369493849655,-1.1621778873018582
sample_133,-0.914074707187006,-1.0922712234286942
sample_134,-0.9147846982515128,-1.1058956845597017
sample_135,-0.9380254514914655,-1.1140961969187517
sample_136,-0.8913871347924571,-1.1185539246714256
sample_137,-0.9124001772147707,-1.0693098606888118
sample_138,-0.8833237446903935,-0.9852380048248628
sample_139,-0.9575663401593463,-1.046736523851529
sample_140,-0.9440902864109348,-1.0829014801937624
sample_141,-0.9596345363668196,-1.0663550405472495
sample_142,-0.9355357375542296,-1.154813601691336
sample_143,-0.9708658022471189,-1.0564002862128974
sample_144,-0.950700809712914,-1.1323209325180585
sample_145,-0.8713814981728173,-1.1285939233064677
sample_146,-0.9307510613516821,-1.1458891749473947
sample_147,-0.9942680569631094,-1.0818329689694381
sample_148,-0.9751797771026317,-1.0684380338587747
sample_149,-0.9594735895780937,-1.0401556360940545
sample_150,-1.0429993353231615,-0.9509701830508389
sample_151,-0.994913281194898,-1.046406141324075
sample_152,-0.9533714454992053,-1.063192015197498
sample_153,-0.9048992676166977,-1.0673470758906254
sample_154,-0.8468599170014097,-1.1172014631732403
sample_155,-0.9207671922770924,-1.0961522445205802
sample_156,-0.882107468902833,-1.1016081084322482
sample_157,-0.9861987031705806,-1.1047639784612224
sample_158,-0.8756548221260373,-1.1149790763148133
sample_159,-0.9280657193845415,-1.1671037531596016
sample_160,-0.9277397611387507,-1.101199460807883
sample_161,-0.9290082578402638,-1.0527486681237463
sample_162,-0.9368554800591458,-1.0408771633159775
sample_163,-0.9444936232975116,-1.0532443853970097
sample_164,-0.9345166871412531,-1.068077656205774
sample_165,-0.8519693752324835,-1.1068656450224346
sample_166,-0.9130227686612912,-1.1240846613518511
sample_167,-0.9524755699669158,-1.0831667494987693
sample_168,-0.9317219164738408,-1.1028360361896536
sample_169,-0.8780719290204575,-1.049417021582001
sample_170,-0.9268184036746766,-1.118629701238155
sample_171,-0.9086433386548743,-1.0932455931134315
sample_172,-0.9165726829995019,-1.097700993131046
sample_173,-0.8316250231333268,-1.0859613075586116
sample_174,-0.9297951557215786,-1.0423509504704638
sample_175,-0.9369689593052172,-0.9810137163671254
sample_176,-0.9446737410528863,-1.0028363397021431
sample_177,-0.9715938134931633,-1.1271715214595337
sample_178,-0.9220394350401433,-1.0861378617741675
sample_179,-0.9024469042619104,-1.11727378417536
sample_180,-0.9503552730749155,-1.0993570544476763
sample_181,-0.8686946671179346,-1.1219741266835608
sample_182,-0.8998356753244805,-1.0351522772564083
sample_183,-0.8860956651703779,-1.0808186677551412
sample_184,-0.8841737389592702,-1.1354757621876732
sample_185,-0.8338645174926069,-1.1091874023037012
sample_186,-0.8105678777140265,-1.0512431679476582
sample_187,-0.8316946619806177,-1.0887166401384054
sample_188,-0.8179676243438013,-0.9726988279511878
sample_189,-0.8098437477296163,-1.1006610607969995
sample_190,-0.8177767910686905,-0.9644506621431475
sample_191,-0.8016439668508615,-1.087648656857054
sample_192,-0.7587187165900318,-1.13862548196061
sample_193,-0.7696470023808294,-1.114400442679867
sample_194,-0.7835962689914207,-1.09056532486686
sample_195,-0.7057458738800476,-1.1421897526412412
sample_196,-0.721082030002928,-1.0755643460023447
sample_197,-0.7743691405418718,-1.088058310389257
sample_198,-0.6875922004011618,-1.083369850021798
sample_199,-0.7187220508108302,-1.1008307969831572
