,PC1,PC2
sample_0,0.6986451758699183,-1.010155180069033
sample_1,0.7744012098960649,-0.9613759774327705
sample_2,0.7888485078411771,-0.9909943294055763
sample_3,0.8247295678475611,-0.9594727475613507
sample_4,0.848528472172829,-0.9600374355816023
sample_5,0.9058191030686032,-0.9289362903329536
sample_6,0.9086089571160363,-0.9474545095324157
sample_7,0.9665519801381182,-0.9490642214379074
sample_8,0.9673662990328782,-0.9204666216600589
sample_9,0.9970917892642587,-0.9316325378434649
sample_10,1.0410571472255945,-0.9268295968896815
sample_11,1.09872594006734,-0.9116186022814802
sample_12,1.1178627723836465,-0.8937291055049348
sample_13,1.0682159707709022,-0.8817271853227837
sample_14,1.139946843448011,-0.8804012888933068
sample_15,1.1263915934665405,-0.8867433012077757
sample_16,1.1694907126642882,-0.8528021903647091
sample_17,1.162965606158318,-0.8769260349657195
sample_18,1.2229793397981883,-0.8937790055325906
sample_19,1.2027421581137332,-0.8806370177300863
sample_20,1.1950577731719472,-0.8556401022070307
sample_21,1.2197715818718866,-0.8750265099081288
sample_22,1.2404214436538437,-0.867708394384733
sample_23,1.2288263760907354,-0.8611952264788202
sample_24,1.2605344912723067,-0.8650090852228645
sample_25,1.2232155727953558,-0.8579653147018265
sample_26,1.2344358946001825,-0.8496041326611262
sample_27,1.2611465815257863,-0.8569162713695411
sample_28,1.2681104688314757,-0.8614981424925391
sample_29,1.2448086311214486,-0.8475936783375149
sample_30,1.252656088446891,-0.8540572269219123
sample_31,1.2716415205585725,-0.8527623620017726
sample_32,1.2848910767694344,-0.8552817043637974
sample_33,1.2478044168298992,-0.8342535361056628
sample_34,1.273665951706098,-0.8586466378556815
sample_35,1.2888958918125792,-0.8528530776563898
sample_36,1.2623365869977012,-0.8442713207041554
sample_37,1.249749782654031,-0.8422667085081138
sample_38,1.291554833927139,-0.8588273231926868
sample_39,1.2880325168010578,-0.8574644710438675
sample_40,1.2637466887299311,-0.846688324467915
sample_41,1.262651537732386,-0.8464047538615178
sample_42,1.29498832016628,-0.8465916637278864
sample_43,1.2539656999160618,-0.8337196372596285
sample_44,1.306546382053596,-0.8577290786964669
sample_45,1.2780300165282068,-0.8522434409608391
sample_46,1.301840021696329,-0.858770006943114
sample_47,1.2726104617209282,-0.8437538623491193
sample_48,1.2643891684412647,-0.850663716108182
sample_49,1.298886885320394,-0.855998770118876
sample_50,1.3234014537928867,-0.8641201195093005
sample_51,1.294448930817926,-0.851878560749162
sample_52,1.2682573309311689,-0.8417717897273759
sample_53,1.2894456958208873,-0.8568060134712281
sample_54,1.2885762558073066,-0.8599480562828974
sample_55,1.2787599885919811,-0.8491900157063799
sample_56,1.2933566512152108,-0.8625833982106692
sample_57,1.2827221255964225,-0.8501015198407542
sample_58,1.2786905897480798,-0.8469721530641944
sample_59,1.236051720184482,-0.8390730181403351
sample_60,1.3145586921216457,-0.8684309261297205
sample_61,1.250698998221346,-0.8438165523616069
sample_62,1.28956988514249,-0.856765709081397
sample_63,1.2869384203899337,-0.8468221636381944
sample_64,1.308354059916482,-0.8698462637842731
sample_65,1.2913287066330952,-0.862357556114625
sample_66,1.2734188043880499,-0.8496293834149049
sample_67,1.2995003490782404,-0.8633980073635151
sample_68,1.3082563293148555,-0.8568453179718837
sample_69,1.3081921075224778,-0.8596560096008049
sample_70,1.2758505581480752,-0.8495159823593675
sample_71,1.2956684113985617,-0.8524127969077808
sample_72,1.2968340446193334,-0.8490189547847556
sample_73,1.3096579214306951,-0.86586693897853
sample_74,1.2988792846021981,-0.8512816802566838
sample_75,1.2556673717028837,-0.8483852530146675
sample_76,1.2797905082136238,-0.8433583179148527
sample_77,1.2592192166955833,-0.8382375376783977
sample_78,1.2731707672869244,-0.8505948526268429
sample_79,1.2703641044004166,-0.8421027452050648
sample_80,0.7223423446941922,-0.9718692596877837
sample_81,0.7941618673862905,-0.9756167158509552
sample_82,0.6846899024732379,-0.9883710736903262
sample_83,0.5965213688684093,-1.0092784997545543
sample_84,0.5751694376479516,-1.0210665155310272
sample_85,0.5849955898158361,-1.0197618096089576
sample_86,0.5536186251570493,-1.02515607829137
sample_87,0.5542950328620591,-1.0089916590486887
sample_88,0.5372168177324276,-1.0082818640587687
sample_89,0.43809390617035104,-1.047908031253169
sample_90,0.33912630071186806,-1.0443777908228111
sample_91,0.4142586459151722,-1.0497347103698709
sample_92,0.33112446234758086,-1.0672410169326525
sample_93,0.30753894019825934,-1.0543012976134294
sample_94,0.257047395393419,-1.0478455390666528
sample_95,0.1532538849643016,-1.0700477337557517
sample_96,0.1792466916150875,-1.083484419614038
sample_97,0.11089937823778039,-1.06922226843631
sample_98,0.1269602904806468,-1.0645179038117671
sample_99,0.02781588778604433,-1.0865540144762849
sample_100,0.015455279254874159,-1.0832939210475878
sample_101,-0.0630717293115681,-1.063499331518451
sample_102,-0.13836766177725332,-1.1000299128134543
sample_103,-0.18406878914140493,-1.1080133223916977
sample_104,-0.17608045738184086,-1.1056443495089032
sample_105,-0.171976064201931,-1.098854395091581
sample_106,-0.2750306035500203,-1.1048175946662786
sample_107,-0.34914506016648067,-1.1191168755257224
sample_108,-0.3732204106970445,-1.0963701287042054
sample_109,-0.4088231185460351,-1.075267257945063
sample_110,-0.47525418695052757,-1.118347502407091
sample_111,-0.4534945482578047,-1.1022749845725286
sample_112,-0.5549762545023502,-1.1024405112469302
sample_113,-0.5250398746898582,-1.0931774289674365
sample_114,-0.6858704683155317,-1.0911680791007032
sample_115,-0.6049187619946441,-1.0863660763697394
sample_116,-0.6806107206809866,-1.077286109473283
sample_117,-0.7456294564832424,-1.081181259256247
sample_118,-0.8067540235943047,-1.0976735449748607
sample_119,-0.8071586931604462,-1.0754718016416691
sample_120,-0.960688171228047,-1.072833883756962
sample_121,-0.926164908000906,-1.0789563614674913
sample_122,-0.9801599808276604,-1.1000017950421623
sample_123,-0.9660738009739436,-1.0778656393125114
sample_124,-0.9741283033026937,-1.0843306875585306
sample_125,-0.950413005864303,-1.0619674599280342
sample_126,-0.9638968972904047,-1.0858760366379523
sample_127,-0.9561489996826904,-1.073170742867733
sample_128,-0.9580254213519629,-1.079094630272733
sample_129,-0.9810145865470498,-1.0917385851360162
sample_130,-0.9717323646773213,-1.0753082758228927
sample_131,-0.9820061358450466,-1.0975214027236693
sample_132,-0.9539522768205935,-1.0783706505855726
sample_133,-0.9928729039655982,-1.0823298099384693
sample_134,-0.9948033659775252,-1.1013762465550987
sample_135,-0.9644893747715272,-1.0700592074676623
sample_136,-0.9632944142328196,-1.0712279973114802
sample_137,-0.9780678562806336,-1.0926451267763615
sample_138,-1.0057265671610844,-1.1034075425065692
sample_139,-0.9555204453715657,-1.0662341643373463
sample_140,-0.9422945829274572,-1.0785228237991387
sample_141,-0.9565491518655905,-1.081940916400927
sample_142,-0.9610564876174973,-1.076576228146407
sample_143,-0.9815774042464146,-1.1061777546847749
sample_144,-0.9618892234111446,-1.0870796808444951
sample_145,-0.9845569636575615,-1.0885296860571196
sample_146,-0.9744796109865096,-1.0957934556841473
sample_147,-0.9769668728966332,-1.1010006040593272
sample_148,-0.9692392101851365,-1.0821120898056908
sample_149,-0.936577517202916,-1.0581078112461548
sample_150,-0.9848364362638541,-1.0901856027256611
sample_151,-0.999658309774489,-1.103362928880037
sample_152,-0.9663103064547299,-1.0823242969453357
sample_153,-0.9743977027239205,-1.0874394862360375
sample_154,-0.9938953121165971,-1.095825669207029
sample_155,-0.9670985271455116,-1.091726225780569
