	Collection Timestamp	Country	Depth	Environment 	Host Name	Host ID	Latitude	Longitude	Processing Lab 	pH	Life Stage	Temp 	Salinity
1740.Webster.3.C6.218.EMP.Thomas.sponges.16S.L008	2012-06-14 00:00:00	GAZ:Australia	12.0	ENVO:reef	sponges	699	-18.81707	147.63232	ZZ	Unknown	Adult	23.3	Unknown
1740.Webster.3.C7.219.EMP.Thomas.sponges.16S.L008	2012-06-14 00:00:00	GAZ:Australia	12.0	ENVO:reef	sponges	700	-18.81707	147.63232	ZZ	Unknown	Adult	23.3	Unknown
1740.Webster.2.D12.141.EMP.Thomas.sponges.16S.L008	2012-01-14 00:00:00	GAZ:Australia	1.0	ENVO:reef	sponges	1001	-18.84478	147.64401999999998	Upright -80 Rack 4BA3	Unknown	Larvae	28	Unknown
1740.Webster.4.F9.351.EMP.Thomas.sponges.16S.L008	2013-01-15 00:00:00	GAZ:Australia	12.0	ENVO:reef	sponges	953	-18.81723	147.63252	Taken in Jan 13 after DR fieldtrip	Unknown	Larvae	28.5	Unknown
1740.Webster.3.A8.196.EMP.Thomas.sponges.16S.L008	2012-04-09 00:00:00	GAZ:Taiwan	10.0	ENVO:reef	sponges	677	-16.75408	145.98733000000001	ZZ	Unknown	Adult	26.8	Unknown
1740.Webster.4.D2.320.EMP.Thomas.sponges.16S.L008	2010-12-12 00:00:00	GAZ:Madagascar	Unknown	ENVO:reef	sponges	807	-18.59297	46.48359	Upright -80 Rack 3C6	Unknown	Larvae	28	Unknown
1740.Webster.4.C7.313.EMP.Thomas.sponges.16S.L008	2012-12-16 00:00:00	GAZ:Australia	Unknown	ENVO:reef	sponges	897	-18.68543	146.51218	ZZ	Unknown	Larvae	28	Unknown
1740.Webster.2.D11.140.EMP.Thomas.sponges.16S.L008	2012-01-14 00:00:00	GAZ:Australia	1.0	ENVO:reef	sponges	1000	-18.84478	147.64401999999998	Upright -80 Rack 4BA3	Unknown	Larvae	28	Unknown
1740.Webster.3.B2.202.EMP.Thomas.sponges.16S.L008	2012-04-09 00:00:00	GAZ:Taiwan	10.0	ENVO:reef	sponges	683	-16.75408	145.98733000000001	ZZ	Unknown	Adult	26.8	Unknown
1740.Webster.4.B1.295.EMP.Thomas.sponges.16S.L008	2012-08-15 00:00:00	GAZ:Australia	0.0	ENVO:reef	sponges	772	-9.75403	143.41833	ZZ	Unknown	Adult	27.6	Unknown
1740.Webster.3.A10.198.EMP.Thomas.sponges.16S.L008	2012-04-09 00:00:00	GAZ:Taiwan	10.0	ENVO:reef	sponges	679	-16.75408	145.98733000000001	ZZ	Unknown	Adult	26.8	Unknown
1740.Webster.3.C1.213.EMP.Thomas.sponges.16S.L008	2012-04-09 00:00:00	GAZ:Taiwan	10.0	ENVO:reef	sponges	694	-16.75408	145.98733000000001	ZZ	Unknown	Adult	26.8	Unknown
1740.Webster.3.D9.233.EMP.Thomas.sponges.16S.L008	2012-04-23 00:00:00	GAZ:Australia	1.5	ENVO:reef	sponges	714	-18.68543	146.51218	ZZ	Unknown	Adult	28.4	Unknown
1740.Webster.2.D7.136.EMP.Thomas.sponges.16S.L008	2012-01-14 00:00:00	GAZ:Australia	1.0	ENVO:reef	sponges	984	-18.84478	147.64401999999998	Upright -80 Rack 4BA3	Unknown	Larvae	28	Unknown
1740.Webster.3.F10.258.EMP.Thomas.sponges.16S.L008	2012-04-21 00:00:00	GAZ:Australia	1.5	ENVO:reef	sponges	739	-18.5996	146.49222	ZZ	Unknown	Adult	28.6	Unknown
1740.Webster.3.G11.271.EMP.Thomas.sponges.16S.L008	2011-10-24 00:00:00	GAZ:Australia	0.0	ENVO:reef	sponges	752	-15.87005	123.66516999999999	ZZ	Unknown	Adult	Unknown	Unknown
1740.Webster.4.A3.285.EMP.Thomas.sponges.16S.L008	1998-10-29 00:00:00	GAZ:Australia	8.0	ENVO:reef	sponges	766	-20.465999999999998	116.82817	ZZ	Unknown	Adult	Unknown	Unknown
1740.Webster.2.C10.127.EMP.Thomas.sponges.16S.L008	2012-01-14 00:00:00	GAZ:Australia	1.0	ENVO:reef	sponges	939	-18.84478	147.64401999999998	Upright -80 Rack 4BA3	Unknown	Larvae	28	Unknown
1740.Webster.3.D12.236.EMP.Thomas.sponges.16S.L008	2012-04-23 00:00:00	GAZ:Australia	1.5	ENVO:reef	sponges	717	-18.68543	146.51218	ZZ	Unknown	Adult	28.4	Unknown
1740.Webster.3.A2.190.EMP.Thomas.sponges.16S.L008	2012-04-09 00:00:00	GAZ:Taiwan	10.0	ENVO:reef	sponges	671	-16.75408	145.98733000000001	ZZ	Unknown	Adult	26.8	Unknown
1740.Webster.2.C8.125.EMP.Thomas.sponges.16S.L008	2012-01-14 00:00:00	GAZ:Australia	1.0	ENVO:reef	sponges	945	-18.84478	147.64401999999998	Upright -80 Rack 4BA3	Unknown	Larvae	28	Unknown
1740.Webster.3.F4.252.EMP.Thomas.sponges.16S.L008	2012-04-21 00:00:00	GAZ:Australia	1.5	ENVO:reef	sponges	733	-18.5996	146.49222	ZZ	Unknown	Adult	28.6	Unknown
1740.Webster.3.A7.195.EMP.Thomas.sponges.16S.L008	2012-04-09 00:00:00	GAZ:Taiwan	10.0	ENVO:reef	sponges	676	-16.75408	145.98733000000001	ZZ	Unknown	Adult	26.8	Unknown
1740.Webster.4.E2.332.EMP.Thomas.sponges.16S.L008	2010-12-24 00:00:00	GAZ:Madagascar	Unknown	ENVO:reef	sponges	790	-18.59297	46.48359	Upright -80 Rack 3C12	Unknown	Larvae	28	Unknown
1740.Webster.4.C2.308.EMP.Thomas.sponges.16S.L008	2012-12-16 00:00:00	GAZ:Australia	1.5	ENVO:reef	sponges	920	-18.68543	146.51218	ZZ	Unknown	Adult	28.4	Unknown
1740.Webster.3.B6.206.EMP.Thomas.sponges.16S.L008	2012-04-09 00:00:00	GAZ:Taiwan	10.0	ENVO:reef	sponges	687	-16.75408	145.98733000000001	ZZ	Unknown	Adult	26.8	Unknown
1740.Webster.4.A4.286.EMP.Thomas.sponges.16S.L008	1984-07-29 00:00:00	GAZ:Australia	20.0	ENVO:reef	Unknown	646	-18.81707	147.63232	ZZ	Unknown	Adult	Unknown	Unknown
